index,fname,lname,gender,areacode,phone,city,state,zip,maritalstatus,haschild,salary,rate,singleexemp,marriedexemp,childexemp
38,Xiaolang,Rodham,F,920,597-7976,GRANTON,WI,54436.0,S,N,55000,5.4020367,700,0,0
39,Surjatini,Stellhorn,M,802,915-9500,WATERBURY,VT,5671.0,M,Y,35000,3.7014668,0,6600,3300
40,Ilagit,Auinger,F,907,185-6056,ANCHORAGE,AK,99530.0,M,N,70000,0.0,0,0,0
41,Muzhong,Voorhoeve,M,928,885-6378,PHOENIX,AZ,85097.0,M,Y,85000,4.0325,0,4200,2300
42,Avelino,English,M,401,795-3153,WESTERLY,RI,2891.0,M,Y,70000,0.0,0,0,0
43,Kuhanandha,Juste,F,620,383-2452,WICHITA,KS,67212.0,M,Y,80000,6.45,0,4500,2250
44,Daoud,Koszlajda,F,479,580-2032,OZAN,AR,71855.0,S,N,20000,4.9682083,20,0,0
45,Yuyan,Simao,M,603,350-5756,EAST DERRY,NH,3041.0,M,Y,50000,0.0,0,0,0
46,Toshiya,Moshkow,M,609,858-3419,BELLEVILLE,NJ,7109.0,S,Y,75000,2.2673959999999997,1000,0,1500
47,Gao,Perritt,F,405,149-9161,ENID,OK,73702.0,S,N,35000,6.25,1000,0,0
48,Christine,Dewez,F,971,497-8563,BEAVER,OR,97108.0,S,N,15000,9.0,159,0,0
49,Naomi,Jolfaei,F,802,284-1040,BARRE,VT,5641.0,S,Y,30000,3.6019894999999997,3300,0,3300
50,Eddi,Dresler,F,406,360-6112,RINGLING,MT,59642.0,S,N,60000,6.9,1900,0,0
51,Tricia,Raschke,F,504,365-7356,BONITA,LA,71223.0,S,N,90000,6.0,4500,0,0
52,Rosana,Prabhakar,M,716,742-9434,SCHENECTADY,NY,12308.0,S,N,20000,4.0695124,0,0,0
53,Sachiko,Rajkumar,M,505,454-7224,MAGDALENA,NM,87825.0,S,N,5000,1.7,3300,0,0
54,Jory,Itzfeldt,F,817,295-2672,NOTREES,TX,79759.0,M,N,35000,0.0,0,0,0
55,Antoni,Bober,F,860,822-3830,EAST WOODSTOCK,CT,6244.0,S,Y,70000,5.0,12750,0,0
56,Kari,Tadic,M,406,496-1588,COOKE CITY,MT,59020.0,S,Y,65000,6.9,1900,0,1900
57,Yonit,Tanskanen,F,312,328-9462,SAINTE MARIE,IL,62459.0,M,N,45000,3.0,0,4000,0
58,Jianan,Kaji,M,605,548-2369,BURBANK,SD,57010.0,M,Y,85000,0.0,0,0,0
59,Masadi,Punnekkat,F,717,492-9196,NORTH EAST,PA,16428.0,S,Y,35000,3.07,0,0,0
60,Tankoano,Stumptner,M,203,717-2198,VERSAILLES,CT,6383.0,M,Y,5000,3.0,0,24500,0
61,Ferdi,Parter,M,612,360-4982,REDLAKE,MN,56671.0,M,N,35000,6.1232123,0,6600,0
62,Tunhow,Anastasakis,M,307,901-3497,LANCE CREEK,WY,82222.0,S,Y,100000,0.0,0,0,0
63,Jaeho,Levcopoulos,F,979,893-3703,KERENS,TX,75144.0,S,N,35000,0.0,0,0,0
64,Joost,Krumm,M,580,685-9010,BARTLESVILLE,OK,74004.0,M,N,70000,6.25,0,2000,0
65,Montgomery,Odberg,M,802,390-6816,BROWNSVILLE,VT,5037.0,S,N,60000,4.1988535,3300,0,0
66,PeiZong,Cardazo,F,856,512-8410,TOMS RIVER,NJ,8755.0,M,N,45000,1.7942707999999998,0,2000,0
67,Rogers,Thies,M,615,154-9152,PULASKI,TN,38478.0,S,Y,85000,0.0,0,0,0
68,Teemu,Krybus,M,302,229-8352,CHESWOLD,DE,19936.0,M,N,15000,2.8818183,0,220,0
69,Glauco,Pottossine,M,202,785-2906,WASHINGTON,DC,20528.0,M,N,20000,6.75,0,2740,0
70,Jide,Carrington,M,928,540-4354,SCOTTSDALE,AZ,85254.0,M,Y,10000,2.87,0,4200,2300
71,Mirit,Hanchek,F,603,995-2629,CANAAN,NH,3741.0,M,Y,70000,0.0,0,0,0
72,Nestor,Koutny,F,304,341-7285,KISTLER,WV,25628.0,M,Y,10000,3.0,0,4000,2000
73,Xiaobin,Teruel,F,765,954-2618,LEROY,IN,46355.0,S,N,15000,3.4,1000,0,0
74,Zohar,Kwasny,F,217,312-7776,NEWARK,IL,60541.0,S,N,45000,3.0,2000,0,0
75,Talal,Zaiane,M,580,366-3966,SHAWNEE,OK,74801.0,M,Y,95000,6.25,0,2000,1000
76,Riverson,Carle,F,775,179-7087,BOULDER CITY,NV,89006.0,M,N,40000,0.0,0,0,0
77,Gudala,Earley,F,203,691-8996,ONECO,CT,6373.0,M,N,55000,5.0,0,24500,0
78,Martyn,Blomberg,F,971,481-2259,BEND,OR,97701.0,M,Y,85000,9.0,0,318,159
79,Genevieve,Jowett,F,708,660-7084,WOOD RIVER,IL,62095.0,M,N,15000,3.0,0,4000,0
80,Heidi,Keum,F,302,657-4843,WILMINGTON,DE,19899.0,S,Y,75000,5.95,110,0,110
81,Chandrajit,Seymour,M,864,353-3505,COOSAWHATCHIE,SC,29912.0,M,Y,100000,7.0,0,6600,3300
82,Hiromu,Nobauer,M,401,119-4372,KINGSTON,RI,2881.0,S,N,75000,0.0,0,0,0
83,Gregoria,Plesniewicz,F,302,686-2159,WILMINGTON,DE,19893.0,S,Y,65000,5.95,110,0,110
84,Judicael,Higginson,M,405,273-8775,OKLAHOMA CITY,OK,73167.0,S,Y,5000,3.0555556,1000,0,1000
85,Debbie,Uramoto,M,505,380-7030,ALBUQUERQUE,NM,87181.0,M,N,50000,5.3,0,6600,0
86,Gonzalo,Fujisawa,M,208,668-5892,KOOTENAI,ID,83840.0,S,Y,15000,5.529042,3300,0,3300
87,Koki,Warwick,M,702,525-3046,LAS VEGAS,NV,89159.0,S,N,35000,0.0,0,0,0
88,Kersti,Jorissen,M,731,845-1402,LUPTON CITY,TN,37351.0,S,N,95000,0.0,0,0,0
89,Souji,Kouzes,F,432,549-9593,LANCASTER,TX,75134.0,S,N,55000,0.0,0,0,0
90,Dung,Pike,F,774,133-6113,BRIDGEWATER,MA,2325.0,S,N,55000,5.3,3575,0,0
91,Tadao,Niland,M,206,812-5292,SEATTLE,WA,98181.0,M,N,80000,0.0,0,0,0
92,Sonu,Merhav,M,603,379-9505,GLEN,NH,3838.0,M,N,15000,0.0,0,0,0
93,Cheong,Kavraki,F,606,286-5145,BROWNSVILLE,KY,42210.0,S,Y,40000,4.0555553,20,0,20
94,Scot,Genther,M,606,486-2472,LOUISVILLE,KY,40217.0,S,N,25000,3.2222223,20,0,0
95,Edna,Cooper,F,308,412-9410,MILLER,NE,68858.0,M,N,55000,6.84,0,206,0
96,Jaihie,Cau,F,302,446-6343,DAGSBORO,DE,19939.0,M,Y,10000,2.540909,0,220,110
97,Juanita,Sivarajan,F,603,966-6735,GRAFTON,NH,3240.0,S,Y,30000,0.0,0,0,0
98,Abrajit,Flege,M,601,197-2272,MERIDIAN,MS,39309.0,S,N,80000,5.0,6000,0,0
99,Hirohiko,Mullainathan,M,715,432-1687,APPLETON,WI,54914.0,S,Y,20000,4.7939067,700,0,400
100,Uinam,Hekken,F,339,769-6182,BELMONT,MA,2478.0,M,Y,35000,5.3,0,7150,1000
101,Mingsheng,Zaccaria,M,971,575-9742,BORING,OR,97009.0,S,N,30000,9.0,159,0,0
102,Baoquan,Guha,F,339,730-7750,EAST WALPOLE,MA,2032.0,S,Y,40000,5.3,3575,0,1000
103,Miron,Aue,F,304,295-7427,MARTINSBURG,WV,25402.0,S,Y,75000,6.5,2000,0,2000
104,Solveig,Tierney,F,260,242-7728,FORT WAYNE,IN,46845.0,M,N,80000,3.4,0,2000,0
105,Dipen,Compeau,F,402,284-8946,ATKINSON,NE,68713.0,M,Y,10000,3.9097095,0,206,103
106,Rosanna,Angster,F,225,159-6120,ERATH,LA,70533.0,M,Y,55000,6.0,0,9000,1000
107,Fiorella,Culpepper,M,515,868-1779,ELKPORT,IA,52044.0,M,N,10000,1.7078737000000002,0,80,0
108,Radoslaw,Agarawala,F,224,159-4972,GOLCONDA,IL,62938.0,S,N,100000,3.0,2000,0,0
109,Huayan,Iverson,M,307,771-5474,RAWLINS,WY,82301.0,M,N,90000,0.0,0,0,0
110,Takayuki,Auletta,M,430,510-7810,EL PASO,TX,88519.0,S,Y,95000,0.0,0,0,0
111,Teofilo,Kisielewicz,F,509,808-6639,REDMOND,WA,98052.0,M,N,5000,0.0,0,0,0
112,Heeseok,Sawada,F,319,282-7029,CLEMONS,IA,50051.0,S,Y,100000,8.98,40,0,40
113,Kern,Queinnec,F,304,161-7106,PAGETON,WV,24871.0,M,Y,10000,3.0,0,4000,2000
114,Refael,Hasida,F,939,677-3999,LUQUILLO,PR,773.0,S,Y,30000,0.0,0,0,0
115,Saadia,Valtorta,F,304,806-6310,REEDY,WV,25270.0,S,N,50000,5.8,2000,0,0
116,Giuseppe,Daigle,M,603,900-7725,MANCHESTER,NH,3104.0,M,Y,70000,0.0,0,0,0
117,Knud,Jenkins,F,423,309-6168,MILLINGTON,TN,38055.0,M,N,15000,0.0,0,0,0
118,Annie,Chu,F,916,104-8012,SALINAS,CA,93912.0,S,N,30000,6.590542999999999,87,0,0
119,Hungwen,Terkki,F,719,184-8630,TWO BUTTES,CO,81084.0,M,N,90000,4.63,0,0,0
120,Kayo,Haralick,F,339,730-9081,DORCHESTER,MA,2125.0,M,Y,40000,5.3,0,7150,1000
121,Brock,Christianini,F,248,576-4279,COPPER HARBOR,MI,49918.0,M,Y,55000,3.9,0,6200,3100
122,Armin,Seung,M,804,693-8245,RICHMOND,VA,23292.0,S,Y,50000,5.75,900,0,900
123,Wagner,Phua,F,808,152-1455,KAPOLEI,HI,96707.0,S,Y,30000,6.447368,1040,0,1040
124,Ryuzo,Ulich,F,662,484-5807,PORTERVILLE,MS,39352.0,S,N,100000,5.0,6000,0,0
125,Teruji,Dey,F,202,989-1133,WASHINGTON,DC,20431.0,M,N,10000,4.5,0,2740,0
126,Francine,Baba,F,276,414-8610,FALLS MILLS,VA,24613.0,M,N,40000,5.75,0,1800,0
127,Giap,Bilotta,F,907,894-3705,SAINT MICHAEL,AK,99659.0,M,Y,15000,0.0,0,0,0
128,Pavlin,Gerlach,M,712,806-3298,NORTH WASHINGTON,IA,50661.0,M,N,70000,8.98,0,80,0
129,Gerri,Onizuka,M,406,225-5478,POPLAR,MT,59255.0,S,N,75000,6.9,1900,0,0
130,Tiziana,Schuster,M,772,727-6137,CORAL SPRINGS,FL,33075.0,S,N,60000,0.0,0,0,0
131,Newton,Liscouet,F,320,656-2220,TAUNTON,MN,56291.0,M,Y,65000,7.7240660000000005,0,6600,3300
132,Roch,Agi,M,360,751-4146,BOYDS,WA,99107.0,M,Y,60000,0.0,0,0,0
133,Xuemin,Niittylahti,F,801,188-4022,PARAGONAH,UT,84760.0,S,Y,45000,7.0,2475,0,2475
134,Tadeusz,Brinkschulte,M,504,909-7616,HAMMOND,LA,70401.0,M,N,25000,6.0,0,9000,0
135,Chinho,Demmer,F,860,584-9932,EAST HAMPTON,CT,6424.0,M,N,30000,5.0,0,24500,0
136,Seraffin,Zampieri,M,402,183-5964,CAMPBELL,NE,68932.0,M,Y,75000,6.84,0,206,103
137,Nicu,Westin,F,262,269-4453,BAILEYS HARBOR,WI,54202.0,S,N,55000,5.4020367,700,0,0
138,Mitsuhisa,Papadimitriou,F,207,410-8062,GOULDSBORO,ME,4607.0,S,Y,60000,8.5,2850,0,2850
139,Gjalt,Harnpanichpun,F,505,777-2045,ALBUQUERQUE,NM,87121.0,M,Y,100000,5.3,0,6600,3300
140,Pranava,Siochi,M,540,851-6497,GAINESVILLE,VA,20156.0,M,N,60000,5.75,0,1800,0
141,Gaid,Weisenberg,F,808,229-5260,HILO,HI,96721.0,S,N,100000,8.25,1040,0,0
142,Hedwig,Brendel,F,775,288-8288,HALLECK,NV,89824.0,S,Y,90000,0.0,0,0,0
143,Souichi,Wadey,F,802,519-2066,STOWE,VT,5672.0,S,N,45000,3.9004214,3300,0,0
144,Budak,Schmaranz,F,218,151-1223,SCHROEDER,MN,55613.0,M,N,25000,5.5895944,0,6600,0
145,Jean,Tsujishita,F,202,132-8926,WASHINGTON,DC,20424.0,S,Y,10000,4.5,1370,0,1370
146,Nicolau,Lavoie,M,865,969-1114,COKER CREEK,TN,37314.0,S,N,30000,0.0,0,0,0
147,Amos,Gavrilov,M,606,621-7327,LOUISVILLE,KY,40293.0,M,N,75000,6.0,0,40,0
148,Abdel,Kinnen,M,260,635-7798,SULLIVAN,IN,47864.0,M,N,10000,3.4,0,2000,0
149,Kish,Cannan,M,563,689-4109,MOUNT VERNON,IA,52314.0,S,Y,10000,1.7078737000000002,40,0,40
150,Wes,Cooperband,F,320,296-7818,BOWSTRING,MN,56631.0,S,N,25000,5.5895944,3300,0,0
151,Nell,Beretta,M,219,811-9770,DANVILLE,IN,46122.0,M,N,100000,3.4,0,2000,0
152,Hezhi,Nishizaki,M,769,413-3763,POPE,MS,38658.0,S,Y,90000,5.0,6000,0,1500
153,John,Sherratt,M,978,184-9558,OCEAN BLUFF,MA,2065.0,S,N,60000,5.3,3575,0,0
154,Gianluca,McCormick,F,507,659-1237,KENYON,MN,55946.0,M,Y,10000,5.35,0,6600,3300
155,Kelly,Heinke,F,865,863-1774,MOUNT CARMEL,TN,37645.0,M,Y,55000,0.0,0,0,0
156,Grigoris,Lafouge,F,701,498-8818,HARVEY,ND,58341.0,S,Y,75000,2.6251287,3300,0,3300
157,Bir,Byron,F,315,750-4795,BEAVER FALLS,NY,13305.0,M,Y,30000,4.127439,0,0,1000
158,Yukon,Lepage,F,205,511-2544,HATCHECHUBBEE,AL,36858.0,S,N,85000,5.0,1500,0,0
159,Kuninobu,Decatur,F,713,299-7746,PINEHURST,TX,77362.0,S,Y,55000,0.0,0,0,0
160,Prabhudev,Kodama,F,802,216-5879,ASCUTNEY,VT,5030.0,M,Y,70000,4.397808,0,6600,3300
161,Motohide,Angiulli,F,574,682-2619,WARSAW,IN,46582.0,S,N,35000,3.4,1000,0,0
162,Taylor,Sanada,F,787,500-5910,MOCA,PR,676.0,M,Y,85000,0.0,0,0,0
163,Aspi,McKie,M,907,570-1960,SAINT GEORGE ISLAND,AK,99591.0,M,N,20000,0.0,0,0,0
164,Conal,Lindgreen,F,970,383-4114,ARVADA,CO,80002.0,M,N,15000,4.63,0,0,0
165,Junko,Kragelund,F,402,790-1630,GORDON,NE,69343.0,M,N,25000,6.5736103,0,206,0
166,Vinay,Haumacher,F,252,140-2584,MOCKSVILLE,NC,27028.0,S,N,60000,6.991258599999999,3300,0,0
167,Jeonghee,Zajac,M,931,138-6557,HICKMAN,TN,38567.0,S,Y,95000,0.0,0,0,0
168,Fen,Feger,F,307,644-9095,TORRINGTON,WY,82240.0,M,Y,15000,0.0,0,0,0
169,Sidhar,Plantinga,F,501,210-6450,HETH,AR,72346.0,M,Y,90000,7.0,0,40,20
170,Felicity,Wohed,F,847,457-2802,GLENCOE,IL,60022.0,M,Y,45000,3.0,0,4000,2000
171,Daphne,Belkhatir,F,202,188-9789,WASHINGTON NAVY YARD,DC,20398.0,S,Y,25000,7.875,1370,0,1370
172,Babette,Noga,M,870,754-6944,MORROW,AR,72749.0,S,Y,40000,7.0,20,0,20
173,Hou,Covnot,F,808,768-5139,MOUNTAIN VIEW,HI,96771.0,M,Y,45000,8.25,0,2080,1040
174,Uming,Rindone,M,515,532-6731,MAURICE,IA,51036.0,M,N,70000,8.98,0,80,0
175,Thao,Noriega,M,631,978-2969,YONKERS,NY,10702.0,S,N,40000,4.1853657,0,0,0
176,Radmilo,Koppol,F,417,438-6817,DAVISVILLE,MO,65456.0,M,Y,30000,6.0,0,4200,1200
177,Reiko,Slyke,M,937,713-9585,BEAVERDAM,OH,45808.0,M,N,5000,0.7120000000000001,0,2600,0
178,Long,Comparot,F,814,984-2470,ARCOLA,PA,19420.0,M,Y,95000,3.07,0,0,0
179,Elizabeth,Preishuber,F,913,681-1608,SAINT PAUL,KS,66771.0,S,N,45000,6.45,2250,0,0
180,Torgrim,Francisci,F,843,410-4438,MYRTLE BEACH,SC,29578.0,S,N,80000,7.0,3300,0,0
181,Ravindran,Magnier,M,715,877-2404,MC NAUGHTON,WI,54543.0,S,N,45000,5.228285,700,0,0
182,Mayez,Cusworth,F,760,184-6681,VAN NUYS,CA,91408.0,S,N,30000,6.590542999999999,87,0,0
183,Manrique,Fayolle,F,302,938-1929,VIOLA,DE,19979.0,M,Y,60000,5.95,0,220,110
184,Sahin,Ruther,M,229,663-6848,POWDER SPRINGS,GA,30127.0,M,N,20000,6.0,0,5400,0
185,Xunwei,Soreide,F,731,646-4720,PINEY FLATS,TN,37699.0,M,Y,55000,0.0,0,0,0
186,Akeel,Socolovsky,M,979,667-7128,DUNCANVILLE,TX,75116.0,S,N,35000,0.0,0,0,0
187,Rudolph,Riguzzi,F,682,360-7264,LITTLE RIVER ACADEMY,TX,76554.0,M,N,25000,0.0,0,0,0
188,Monty,Muchnick,M,302,573-6497,DELMAR,DE,19940.0,M,N,5000,2.2,0,220,0
189,Gerti,Wahls,F,731,315-2994,MEMPHIS,TN,38168.0,S,N,50000,0.0,0,0,0
190,Celso,Bekesi,F,210,630-4533,FORSAN,TX,79733.0,M,N,30000,0.0,0,0,0
191,Rondall,Treweek,F,603,108-9496,NORTH STRATFORD,NH,3590.0,M,Y,10000,0.0,0,0,0
192,Cathy,Hirsbrunner,F,605,547-1849,STRANDBURG,SD,57265.0,S,N,80000,0.0,0,0,0
193,Royce,Zumbusch,M,702,792-3104,COYOTE SPRINGS,NV,89037.0,M,Y,50000,0.0,0,0,0
194,Avadis,Benzmuller,M,435,423-3878,GOSHEN,UT,84633.0,M,Y,90000,7.0,0,4950,2475
195,Linda,Gire,F,443,207-8909,BROWNSVILLE,MD,21715.0,M,Y,95000,4.75,0,4800,2400
196,Couto,Edmondson,M,308,719-2873,SPRINGFIELD,NE,68059.0,M,Y,100000,6.84,0,206,103
197,Nils,Takanami,F,818,941-5069,CANBY,CA,96015.0,S,Y,5000,1.0,87,0,272
198,Venkata,Nitadori,F,509,653-4843,BELLEVUE,WA,98009.0,M,N,80000,0.0,0,0,0
199,Joop,Bashkow,M,301,101-4374,BLADENSBURG,MD,20710.0,S,Y,100000,4.75,2400,0,2400
200,Fan,Dingel,M,803,504-9021,FORT MILL,SC,29707.0,S,N,20000,7.0,3300,0,0
201,Rona,Kambil,F,865,805-6887,NASHVILLE,TN,37220.0,S,Y,70000,0.0,0,0,0
202,Yunming,Litant,F,802,262-8257,GLOVER,VT,5839.0,S,N,60000,4.1988535,3300,0,0
203,Surajit,Praeger,F,803,318-2026,GAFFNEY,SC,29341.0,M,N,45000,7.0,0,6600,0
204,Jungyun,Alimohamed,M,605,856-4434,YALE,SD,57386.0,S,N,50000,0.0,0,0,0
205,Ido,Marsden,M,920,214-4022,MILWAUKEE,WI,53259.0,M,Y,50000,5.3151608,0,1400,400
206,Suzan,Duclos,F,401,664-5371,PAWTUCKET,RI,2861.0,S,Y,90000,0.0,0,0,0
207,Venkatraman,Tasistro,M,262,385-3083,HAUGEN,WI,54841.0,M,N,80000,5.836415000000001,0,1400,0
208,JongMin,Proietti,M,918,660-6728,ENID,OK,73703.0,M,Y,25000,6.25,0,2000,1000
209,Cristiano,Loulergue,F,406,909-4181,MILLTOWN,MT,59851.0,M,Y,50000,6.9,0,3800,1900
210,Sahar,Willamowski,M,641,440-2812,CARTER LAKE,IA,51510.0,M,N,95000,8.98,0,80,0
211,Xiaotie,Tsujishita,F,615,481-4436,MEMPHIS,TN,38190.0,M,Y,15000,0.0,0,0,0
212,Shem,Gerstenkorn,F,270,352-1928,INDEPENDENCE,KY,41051.0,M,Y,80000,6.0,0,40,20
213,Sharad,Degimbe,M,240,753-5928,RIDGELY,MD,21686.0,M,N,5000,4.75,0,4800,0
214,Avigdor,Litecky,F,276,679-1475,VIENNA,VA,22184.0,M,Y,90000,5.75,0,1800,900
215,Mohammed,Rathi,M,202,781-8242,WASHINGTON,DC,20013.0,S,Y,95000,9.0,1370,0,1370
216,Rajaraman,Cyre,M,971,573-7406,TROUTDALE,OR,97060.0,S,N,10000,9.0,159,0,0
217,Inbal,Suermann,F,208,901-4699,LETHA,ID,83636.0,S,N,100000,7.8,3300,0,0
218,Luba,Libkin,M,734,766-9214,WALLED LAKE,MI,48391.0,M,N,100000,3.9,0,6200,0
219,Casimir,Marzullo,M,773,540-8234,NORTH CHICAGO,IL,60064.0,M,Y,85000,3.0,0,4000,2000
220,Anthong,Huuskonen,M,939,661-2631,LUQUILLO,PR,773.0,S,N,15000,0.0,0,0,0
221,Yongkyun,Brodsky,M,402,652-5639,LEBANON,NE,69036.0,M,Y,15000,4.7976766,0,206,103
222,Ashwini,Schnoebelen,F,301,389-5635,TAKOMA PARK,MD,20913.0,M,N,100000,4.75,0,4800,0
223,Djamila,Crepeau,F,603,740-3671,EAST KINGSTON,NH,3827.0,M,Y,60000,0.0,0,0,0
224,Terrill,Preas,M,308,632-3299,FRANKLIN,NE,68939.0,S,Y,30000,6.84,103,0,103
225,Hongjing,Kopecky,M,907,722-3067,TWO RIVERS,AK,99716.0,M,Y,35000,0.0,0,0,0
226,Dayanand,Meriem,M,307,703-8484,BIG PINEY,WY,83113.0,M,Y,30000,0.0,0,0,0
227,Helene,Allison,M,678,585-9798,ATLANTA,GA,30326.0,M,N,5000,4.4,0,5400,0
228,Eckehard,Schuette,M,662,422-5351,POTTS CAMP,MS,38659.0,M,N,65000,5.0,0,12000,0
229,Elisa,d''Argence,M,208,476-1187,HOPE,ID,83836.0,M,Y,55000,7.8,0,6600,3300
230,Ziv,Belanche,F,763,995-9504,BORUP,MN,56519.0,S,N,100000,7.85,3300,0,0
231,Stafano,Piette,M,337,733-5123,NEW IBERIA,LA,70562.0,S,Y,5000,2.0,4500,0,1000
232,Otthein,Efe,F,901,780-1326,DAYTON,TN,37321.0,S,N,40000,0.0,0,0,0
233,Shiafun,Cappelli,M,443,240-3353,GALENA,MD,21635.0,S,N,20000,4.75,2400,0,0
234,Hyunseung,Fioravanti,F,701,819-3337,GRAND FORKS,ND,58202.0,S,Y,75000,2.6251287,3300,0,3300
235,Mamata,Eskilson,M,626,508-9160,SAINT HELENA,CA,94574.0,M,Y,55000,9.3,0,174,272
236,LouAnn,Oberhauser,M,775,825-2982,JARBIDGE,NV,89826.0,S,N,50000,0.0,0,0,0
237,Wagar,Bratten,M,702,832-2349,LAS VEGAS,NV,89129.0,M,N,10000,0.0,0,0,0
238,Shoji,Ringeissen,M,432,602-4381,SWEETWATER,TX,79556.0,M,N,30000,0.0,0,0,0
239,Sharat,Wissmann,M,304,946-6781,TEAYS,WV,25569.0,S,N,70000,6.5,2000,0,0
240,Surjatini,Kildall,M,406,988-3047,SHERIDAN,MT,59749.0,M,Y,10000,4.916379,0,3800,1900
241,Deven,Rayne,F,618,263-7863,GLADSTONE,IL,61437.0,M,N,20000,3.0,0,4000,0
242,Selmer,Sundareshan,M,702,956-3707,LAS VEGAS,NV,89115.0,M,Y,60000,0.0,0,0,0
243,Sonoko,Dam,F,939,206-1159,CABO ROJO,PR,623.0,S,N,45000,0.0,0,0,0
244,Aahok,Chamillard,M,928,763-9265,MESA,AZ,85274.0,S,N,70000,3.8,2100,0,0
245,Yaakov,Sione,F,360,626-2579,PUYALLUP,WA,98375.0,M,N,75000,0.0,0,0,0
