index,tno,fname,lname,gender,areacode,phone,city,state,zip,maritalstatus,haschild,salary,rate,singleexemp,marriedexemp,childexemp
72,1392,Corin,Gauyacq,F,401,671-4284,BRADFORD,RI,2808,M,N,75000,0.0,0,0,0
73,1402,Sangjyu,Oehlmann,F,0,865-2287,CENTERVILLE,MA,2636,M,Y,70000,5.3,0,7150,1000
74,1427,Masahichi,Bregier,F,781,228-2356,WEST NEWBURY,MA,0,M,Y,60000,5.3,empty,7150,1000
75,1431,Jitender,Rahm,F,401,272-5479,PAWTUCKET,RI,2862,S,Y,65000,0.0,0,0,0
76,1450,Mina,Lucco,F,339,583-2291,PEMBROKE,MA,2359,M,N,15000,5.3,0,7150,0
77,1482,Letha,Goldsworthy,F,617,911-3118,BOSTON,MA,0,M,N,35000,5.3,0,7150,0
78,1588,Jarogniew,Kroll,F,787,770-9070,MERCEDITA,PR,0,M,Y,55000,0.0,empty,0,0
79,1626,Kwang,Rubinfield,M,857,806-1703,CHERRY VALLEY,MA,1611,M,Y,20000,5.3,0,7150,1000
80,1695,Hiroshige,Tomii,M,401,584-7563,MIDDLETOWN,RI,0,M,N,25000,0.0,0,0,0
81,1723,Kieran,Philipp,F,787,928-9561,LUQUILLO,PR,0,M,Y,5000,0.0,0,0,0
82,1748,Monica,Cranor,F,401,593-2151,NEWPORT,RI,2840,M,Y,75000,0.0,0,0,0
83,1756,Uttam,Nori,M,939,141-3235,SAN ANTONIO,PR,690,M,Y,10000,0.0,0,0,0
84,1776,Walt,Katiyar,M,774,656-1108,AMESBURY,MA,1913,S,Y,50000,5.3,3575,empty,1000
85,1782,Deven,Akiyama,F,939,873-1427,COTO LAUREL,PR,780,M,Y,30000,0.0,0,0,0
86,1796,Carrie,Eastaughffe,F,401,638-2020,OAKLAND,RI,2858,S,N,5000,0.0,0,0,0
87,1807,Singaravel,Ravat,M,939,860-5038,SAN JUAN,PR,0,S,N,50000,0.0,0,0,***
88,1809,Daishi,Iacobetz,F,401,320-4802,HOPE VALLEY,RI,2832,S,Y,55000,0.0,0,0,0
89,1845,Yunfei,Sidhu,F,401,752-7755,PORTSMOUTH,RI,2871,M,N,60000,0.0,0,0,0
90,1862,LeRoy,Geraci,M,401,781-6491,OAKLAND,RI,2858,S,Y,25000,0.0,0,0,0
91,1878,Anany,Otterloo,F,401,324-5128,ASHAWAY,RI,2804,S,N,100000,0.0,0,0,0
92,1893,Yishay,Martello,M,401,507-4286,ADAMSVILLE,RI,2801,S,N,65000,0.0,0,0,0
93,1895,Chengfeng,Grandage,F,978,329-7599,FORESTDALE,MA,2644,M,N,30000,5.3,0,7150,empty
94,1925,Toshio,Wiggert,M,339,907-2074,LEICESTER,MA,1524,M,N,55000,5.3,0,7150,0
95,1937,Tetsuzo,Maslov,M,351,960-2722,WALES,MA,1081,S,Y,80000,5.3,3575,0,1000
96,1943,Toyohisa,Wolford,F,774,726-6768,WORONOCO,MA,1097,S,Y,15000,5.3,3575,0,1000
97,1945,Lampros,Batenin,F,787,119-4870,SAN JUAN,PR,0,M,N,70000,0.0,0,0,0
98,1971,Narvardin,Zochling,F,787,533-5771,QUEBRADILLAS,PR,678,S,Y,65000,0.0,0,0,0
99,1976,Morteza,Ursu,F,787,288-2631,SAN JUAN,PR,0,M,Y,45000,0.0,0,0,0
100,1978,Tonny,Shepherd,M,351,642-5685,STOW,MA,1775,S,N,20000,5.3,3575,0,0
101,1994,Allesandro,McMorris,F,0,446-9631,TAUNTON,MA,2780,S,Y,95000,5.3,3575,0,1000
102,1996,Bede,Ramras,F,401,359-2057,ADAMSVILLE,RI,2801,M,Y,80000,0.0,0,0,0
103,2003,Pierangelo,Favero,F,787,489-9118,TOA BAJA,PR,951,S,Y,90000,0.0,0,0,0
104,2057,Oris,Kraiman,M,339,990-7479,BOSTON,MA,2204,M,N,10000,5.3,0,7150,0
105,2090,Monish,Peschl,M,939,684-8971,LUQUILLO,PR,773,S,Y,55000,0.0,0,0,0
106,2105,Brailey,Tarr,M,787,816-2496,vCAROLINA,PR,0,S,Y,10000,0.0,0,0,0
107,2108,Alfredo,Tierney,F,939,490-7399,SAN JUAN,PR,901,M,Y,90000,0.0,0,0,0
108,2137,Rachelle,Charissis,F,401,933-3845,ADAMSVILLE,RI,2801,M,Y,70000,0.0,0,0,0
109,2191,Domenico,Skeen,F,939,771-1146,CATAON,PR,0,S,Y,45000,0.0,0,0,0
110,2195,Hisashi,Egg,empty,339,853-7912,ROCHESTER,MA,0,S,Y,70000,5.3,3575,empty,1000
111,2201,Yujiun,Llaberia,F,939,433-1852,BARCELONETA,PR,617,S,N,85000,0.0,0,0,0
112,2240,Samudra,Graeb,F,413,702-2835,SUTrTON,MA,1590,S,Y,100000,5.3,3575,0,1000
113,2332,Seinosuke,Cheikes,F,857,396-9489,YARMOUTH PORT,MA,2675,S,N,25000,5.3,3575,0,0
114,2349,Yanni,Pietak,M,781,413-7298,DALTON,MA,1227,M,Y,15000,5.3,0,7150,1000
115,2354,Simonas,Jesus,F,939,614-5971,HUMACAO,PR,791,M,N,45000,0.0,0,0,0
116,2384,Yingsha,Blackard,F,401,859-5454,NEWPORT,RI,2841,M,Y,25000,0.0,0,0,0
117,2390,Kunwadee,Diehl,M,339,919-9854,SPRINGFIELD,MA,1139,S,Y,60000,5.3,355,0,1000
118,2401,Mamoun,Leslie,M,339,653-8726,HARVARD,MA,1451,S,N,10000,5.3,3575,0,0
119,2402,Aylmer,Messner,F,939,531-6123,FORT BUCHANAN,PR,934,M,Y,75000,0.0,0,0,0
120,2406,Haldon,Fargier,F,339,419-7474,NAHANT,MA,1908,S,Y,100000,5.3,3575,0,1000
121,2431,Mitsuhiko,Huleihel,M,401,168-2831,MAPLEVILLE,RI,0,0,Y,90000,0.0,0,x0,0
122,2478,Miquel,Ampratwum,F,787,411-1613,TOA BAJA,PR,0,S,N,90000,0.0,0,0,0
123,2571,Kees,Waschkowski,F,774,325-2448,WORCESTER,MA,1601,M,N,10000,5.3,0,7150,0
124,2574,Anshu,Trudel,F,413,282-5759,SOUTHBOROUGH,MA,1772,S,N,20000,5.3,3575,0,0
125,2577,Duanning,Vinze,M,401,550-4106,ACROLINA,RI,2812,M,N,15000,0.0,0,0,0
126,2587,Thom,Nykanen,M,0,820-2069,PONCE,PR,0,S,N,40000,0.0,0,0,0
127,2589,Muralidharan,Basnet,M,978,584-3617,EASTHAM,MA,2642,M,N,15000,5.3,0,150,0
128,2595,Evangelos,Welker,M,508,533-1435,SOUTH HADLEY,MA,1075,M,N,100000,5.3,0,7150,0
129,2628,Hirosi,Pelecq,F,857,776-1114,MANCHESTER,MA,1944,M,Y,40000,5.3,0,7150,1000
130,2652,Jun''ichi,Raju,M,939,770-2931,PENUELAS,PR,624,S,N,65000,0.0,0,0,0
131,2674,Ibibia,Lehot,M,939,757-4087,MAYAGUEZ,PR,682,M,Y,80000,0.0,0,0,0
132,2725,Honghui,Gennip,M,413,244-9672,DEVENS,MA,1434,S,N,80000,5.3,3575,0,0
133,2729,Pak,Ebbinghaus,M,401,577-1329,EAST GREENWICH,RI,2818,M,Y,10000,0.0,0,0,0
134,2760,Kazumitsu,Abramov,F,508,511-9850,BOSTON,MA,2207,S,N,45000,5.3,3575,0,0
135,2791,Yul,Sikic,M,939,591-4757,JAYUYA,PR,664,S,Y,25000,0.0,0,0,0
136,2808,Lisa,Christ,M,0,627-3372,ADAMSVILLE,RI,0,M,0,40000,0.0,0,0,empty
137,2825,Shigeichi,Lodderstedt,M,0,506-5635,WEST BOYLSTON,MA,1583,S,N,5000,5.3,3575,0,0
138,2835,Jyhjong,Dussa,F,787,329-2677,GUAYANIgLLA,PR,656,M,Y,80000,0.0,empty,0,0
139,2837,Marisela,Rusmann,M,939,340-4942,ARECIBO,PR,613,S,N,5000,0.0,0,0,0
140,2857,Theodor,Bofill,M,339,931-6005,WRENTHAM,MA,2093,S,Y,90000,5.3,3575,0,1000
141,2863,Narutoshi,Bitton,M,939,144-6920,AGUAS BUENAS,PR,703,M,N,25000,0.0,0,0,0
142,2884,Shingo,Forier,F,617,160-1264,HANOVER,MA,2340,M,Y,65000,5.3,0,7150,1000
143,2899,Gerti,Herbst,wF,401,948-1288,OAKLAND,RI,2858,M,N,85000,0.0,0,0,0
144,2908,Donn,Grad,M,787,169-7022,BARCELONETA,PR,617,M,N,55000,0.0,0,0,0
145,2925,Dick,Bertelsen,M,413,775-1383,EAST BOSTON,MA,2228,S,Y,35000,5.3,3575,0,1000
146,2931,Jogg,Fanti,M,401,734-5038,GREENVILLE,RI,2828,M,N,40000,0.0,0,0,0
147,2932,Hironori,Kirchherr,F,401,431-8436,NORTH KINGSTOWN,RI,2852,M,N,5000,0.0,0,0,0
148,2948,Xiaorong,Montenyohl,F,401,589-8148,MAPLEVILLE,RI,2839,S,Y,55000,0.0,0,0,0
149,2960,Zhenyi,Geertgens,F,787,897-8757,BARCELONETA,PR,617,S,N,80000,0.0,0,0,0
150,2963,Casey,Pampoukis,M,781,106-7633,BROCKTON,MA,2305,M,N,70000,5.3,0,7150,0
151,2989,Xiaolei,Alsio,F,781,336-5698,HAVERHILL,MA,1831,S,Y,35000,5.3,3575,0,1000
152,3006,Lofti,Toyoshima,F,787,796-6187,SAN JUAN,PR,0,M,N,5000,0.0,0,0,0
153,3021,Dongmo,Orejas,F,0,503-5782,NORWELL,MA,2061,S,Y,35000,5.3,3575,0,1000
154,3033,Yuqun,Mosciatti,F,401,173-3941,GREENVILLE,RI,2828,S,Y,100000,0.0,0,0,0
155,3034,0,Philipose,F,339,531-8719,NEWTON LOWER FALLS,MA,2462,M,Y,55000,5.3,0,7150,1000***
156,3072,Michio,Kayashima,F,401,554-9302,MIDDLETOWN,RI,2842,S,N,65000,0.0,0,0,empty
157,3080,Raul,Krone,M,503,707-2236,ERWIN,OR,0,M,Y,30000,9.0,0,318,159
158,3081,Emilie,Sybre,F,787,504-8421,ERWIN,SD,0,M,Y,35000,0.0,0,0,0
159,3082,Debatosh,Gille,F,203,540-5039,ERWIN,CT,0,M,Y,20000,5.0,0,24500,0
160,3083,Greta,Raalte,F,267,900-1811,SOUTH MOUNTAIN,PA,0,S,Y,20000,3.07,0,0,0
161,3084,Letizia,Kalb,M,304,243-4205,ERWIN,SD,0,M,Y,90000,6.5,0,4000,2000
162,3085,Cristobal,Fraenkel,F,503,390-5899,ERWIN,OR,0,M,N,50000,9.0,0,318,0
163,3086,Anatoli,Maasen,M,605,453-1603,ERWIN,SD,0,S,N,70000,0.0,0,0,0
164,3098,Tulika,Gessel,M,401,896-2555,PORTSMOUTH,RI,2871,S,Y,100000,0.0,0,0,0
165,3103,Rabab,Heuser,M,617,654-9541,BRIDGEWATER,MA,2324,S,Y,70000,5.3,3575,0,1000
166,3107,Subhasis,Borgstrom,M,939,269-2081,CwATANO,PR,0,M,Y,5000,0.0,0,0,0
167,3133,Anup,Samarati,F,401,625-4143,FORESTDALE,RI,2824,M,Y,15000,0.0,0,0,0
168,3143,Tokuyasu,Perez,F,978,461-6774,WORCESTER,MA,1608,S,Y,35000,5.3,3575,0,1000
169,3166,Dirk,Seliger,***,351,245-1827,RUTLAND,MA,1543,S,N,15000,5.3,3575,0,0
170,3219,Klichiro,Rall,M,401,420-2170,CHEPACHET,RI,2814,S,N,55000,0.0,0,0,0
171,3222,Susanna,Morrill,M,617,580-7754,WESTBOROUGH,MA,1581,M,N,95000,5.3,0,7150,0
172,3241,Ludmila,Tapken,M,774,623-9656,SHARON,MA,2067,M,N,5000,5.3,0,7150,0
173,3258,Zheru,Louie,M,413,465-7930,MARSTONS MILLS,MA,2648,M,N,25000,5.3,0,7150,0
174,3286,Brett,Malitz,M,401,584-1731,PASCOAG,RI,2859,S,Y,20000,0.0,0,0,0
175,3315,Guri,Fussichen,F,401,946-9195,HOPKINTON,RI,2833,M,Y,55000,0.0,0,empty,0
176,3331,0,Ludovice,M,939,741-4017,CABO ROJO,PR,623,M,Y,55000,0.0,0,0,0
177,3354,Ori,Nergos,F,413,656-4960,CENTERVILLpE,MA,2632,S,Y,70000,5.3,3575,0,1000
178,3361,Kouji,Tennenhouse,M,774,496-5424,AYER,MA,1432,S,Y,20000,5.3,3575,0,1000
179,3391,Bran,Capon,empty,787,569-3321,BAYAMON,PR,0,M,N,15000,0.0,0,0,0
180,3399,Yuki,Kreveld,F,939,857-7831,ENSENADA,PR,0,S,N,80000,0.0,0,t0,0
181,3499,Mikiya,Poletto,F,939,319-6001,LUQUILLO,PR,773,S,Y,20000,0.0,0,0,0
182,3514,Giovanni,Hashii,F,939,264-1336,SAN JUAN,PR,0,S,0,70000,0.0,0,0,0
183,3531,Neil,Chweh,F,617,324-6249,HOLLISTON,MA,1746,M,Y,75000,5.3,0,7150,1000
184,3561,Hongguang,Bolsens,M,857,484-3742,EAST WALPOLE,MA,2032,S,Y,100000,5.3,3575,0,1000
185,3577,Kamaljit,Machida,M,787,162-6894,HORMIGUEROS,PR,660,M,N,25000,0.0,0,0,0
186,3582,Meikel,Miculan,F,939,700-9785,CcIDRA,PR,739,M,Y,25000,0.0,0,0,0
187,3584,Bernard,Lunn,F,857,380-9856,WORCESTER,MA,1608,S,Y,40000,5.3,3575,0,1000
188,3608,Tadao,Bencivenga,M,401,107-8913,COVENTRY,RI,2816,S,N,40000,0.0,0,0,0
189,3616,Anne,Lubin,F,939,644-1935,SAN JUAN,PR,908,S,Y,50000,0.0,0,empty,0
190,3659,Girome,Thery,M,401,986-8254,PASCOAG,RI,2859,S,Y,85000,0.0,0,0,0
191,3676,Nicolau,Marechal,M,857,538-2705,ROCKPORT,MA,1966,M,Y,80000,5.3,0,7150,1000
192,3745,Yuqun,Drewnowski,F,774,426-1676,ASHLEY FALLS,MA,1222,S,Y,60000,5.3,3575,0,1000
193,3755,Bethina,Fontet,F,939,659-5376,PUERTO REAL,PR,740,S,N,35000,0.0,0,0,0
194,3759,Shaodi,Dutra,F,787,242-8549,ENSENADA,PR,0,M,Y,95000,0.0,0,0,0
195,3770,Ayako,Merckt,M,401,797-8415,LINCOLN,RI,2865,S,Y,20000,0.0,empty,0,0
196,3771,Nur,Redmiles,M,978,824-7120,FALL RIVER,MA,2722,M,Y,25000,5.3,0,7150,1000
197,3785,Reino,Dehene,M,787,798-8314,GUAYNABO,PR,965,S,Y,80000,0.0,0,0,0
198,3802,Wojtek,Fechter,M,508,156-6386,GILBERTVILLE,MA,1031,S,Y,60000,5.3,3575,0,1000
199,3812,Chiradeep,Isakowitz,F,413,132-2182,SILVER BEACH,MA,2565,S,N,95000,5.3,3575,0,0
200,3820,Sitaram,Neuhaus,F,413,231-8073,BOSTON,MA,2109,M,N,75000,5.3,0,7150,0
201,3828,Shannon,Boday,M,401,174-7527,CHARELSTOWN,RI,0,S,Y,5000,0.0,0,0,0
202,3857,Kemal,Klimov,F,939,422-4070,SAN JUAN,PR,0,M,0,85000,0.0,0,0,0
203,3873,Srikant,Muntz,F,939,990-6545,VEGA ALTA,PR,692,S,Y,35000,0.0,0,0,0
204,3890,Arani,Hansdah,F,939,545-8916,PATILLAS,PR,723,S,Y,20000,0.0,0,0,0
205,3903,Vladimir,Oberman,M,939,967-9063,GUAYNABO,PR,971,M,Y,90000,0.0,0,0,0
206,3905,Xiangzhen,Zartmann,empty,787,680-6105,RIO GRANDE,PR,745,S,Y,100000,0.0,0,0,0
207,3906,Roselyn,Junping,F,781,473-3597,LOWELL,MA,1852,S,N,70000,5.3,3575,0,0
208,3931,Iskender,Masullo,F,787,979-1328,AGUIRRE,PR,704,M,N,55000,0.0,0,0,0
209,3935,Rushed,Uchiyama,M,774,293-3626,MONTEREY,MA,1245,S,Y,45000,5.3,3575,0,1000
210,3964,Yasmin,Beke,M,339,113-5416,WORCESTER,MA,1605,S,N,20000,5.3,3575,0,0
211,3980,Celia,Wellman,M,401,825-3277,FOSTER,RI,2825,M,Y,90000,0.0,0,0,0
212,4008,Zhongde,Tawera,F,857,597-6126,empty,MA,0,S,N,80000,5.3,3557,0,x0
213,4101,Limsoon,Dolken,M,939,481-6109,CAGUAS,PR,726,M,N,15000,0.0,0,0,0
214,4121,Sumeet,Zviran,M,401,502-6392,ACROLINA,RI,0,S,N,25000,0.0,0,0,0
215,4152,Uzi,Nascimento,M,939,558-9564,PONCE,PR,0,S,N,40000,0.0,0,0,0
216,4165,Sahibsingh,Jevtic,F,339,994-2573,DANVERS,MA,1923,S,Y,10000,5.3,3575,0,1000
217,4200,Ruslan,Winzen,M,401,775-2039,NEWPORT,RI,2841,S,Y,65000,0.0,0,0,0
218,4208,Dattatraya,Kovalyov,M,939,697-7355,GUAYNABO,PR,969,M,Y,10000,0.0,0,0,0
219,4254,Munehiko,Zallocco,M,787,315-9831,CAROLIA,PR,984,S,Y,60000,0.0,0,0,0
220,4260,Dilian,Martyna,M,939,220-1380,ENSENADA,PR,647,S,Y,95000,0.0,0,0,0
221,4268,Abdoulaye,Houssain,M,351,593-1766,WALES,MA,1081,M,Y,80000,5.3,0,7150,1000
222,4410,Vijayshankar,Guttman,F,939,427-1937,TRUJILLO ALTO,PR,0,M,0,60000,0.0,0,0,0
223,4411,Sonja,Fullerton,F,339,672-1352,SWAMPSCOTT,MA,0,M,Y,100000,5.3,0,7150,1000
224,4419,Yanqiang,Tizhoosh,F,857,261-3427,HOLBROOK,MA,2343,M,N,90000,5.3,0,7150,0
225,4435,Yida,Schmezko,M,939,849-2264,PONCE,PR,734,S,Y,15000,0.0,0,0,0
226,4440,Okuhiko,Laval,M,787,593-8732,SAN JUAN,PR,926,M,Y,35000,0.0,0,0,0
227,4442,Dayun,Pols,F,781,465-3827,HAMILTON,MA,1936,M,N,95000,5.3,0,7150,0
228,4502,Josiah,Tyugu,M,413,320-8545,NEWTON CENTER,MA,2459,M,Y,55000,5.3,0,7150,1000
229,4516,Stefanos,Gire,M,401,343-1060,PRUDENCE ISLAND,RI,0,S,N,60000,0.0,***,0,0
230,4549,Valentino,Diz,F,339,759-1156,BRANT ROCK,MA,2020,M,N,100000,5.3,0,7150,h0
231,4567,Stijn,Skuppin,M,401,220-5863,GREENVILLE,RI,2828,S,N,35000,0.0,0,0,0
232,4581,ChengFu,Meysembourg,M,401,238-5725,FOSTER,RI,2825,M,N,60000,0.0,0,0,0
233,4595,Yatsuka,Paragot,M,978,628-2817,DUXBURY,MA,2331,M,N,20000,5.3,0,7150,0
234,4622,Houria,Tiskin,M,617,990-2563,ROCHESTER,MA,2770,S,N,60000,5.3,3575,0,0
235,4639,Llorenc,Zaumen,M,351,239-4973,PLYMOUTH,MA,2361,S,N,15000,5.3,3575,0,0
236,4656,Rowena,McGranaghan,M,401,708-5108,BRADFORD,RI,2808,S,Y,30000,0.0,0,0,0
237,4664,Yasuyoshi,Kinley,M,339,262-9792,NANTUCKET,MA,2554,S,N,30000,5.3,3575,0,0
238,4680,Arlene,Syed,M,401,486-9458,PRUDENCE ISLAND,RI,2872,S,N,50000,0.0,0,0,0
239,4692,Heekyoung,Hallam,F,401,526-4302,FISKEVILLE,RI,2823,M,Y,5000,0.0,0,0,0
240,4698,Dang,Asser,F,939,458-9685,SAN JUAN,PR,922,S,Y,75000,0.0,0,0,0
241,4783,Gennaro,Kamo,M,787,988-4556,PONCE,PR,717,M,N,70000,0.0,0,0,0
242,4790,Luai,Fasbender,M,939,225-6520,FORT BUCHANAN,PR,934,S,Y,50000,0.0,0,0,0
243,4839,Chuchang,Cecil,F,508,810-5001,WORCESTER,MA,1609,M,N,20000,5.3,0,7150,0
244,4848,Huaxiong,Manber,F,774,500-9318,THREE RIVERS,MA,1080,S,Y,65000,5.3,3575,0,1000
