tno,fname,lname,gender,areacode,phone,city,state,zip,maritalstatus,haschild,salary,rate,singleexemp,marriedexemp,childexemp
357,Ludwik,Hamburg,M,978,529-7308,ASHFIELD,MA,1330,M,Y,5000,5.3,0,7150,1000
359,Ward,Cicchetti,F,603,219-3160,MARLOW,NH,3456,M,Y,15000,0.0,0,0,0
367,Tooru,Miara,M,603,846-2406,GLENCLIFF,NH,3238,S,N,30000,0.0,0,0,0
373,Lein,Ang,F,857,188-6322,HOLYOKE,MA,1041,S,Y,90000,5.3,3575,0,1000
386,Fernand,Panagopoulou,F,508,205-7989,CHICOPEE,MA,1013,M,Y,90000,5.3,0,7150,1000
410,Mohd,Lavie,M,207,720-6245,EAGLE LAKE,ME,4739,S,Y,85000,8.5,2850,0,2850
421,Avadis,Dattasharma,M,508,449-5112,ACCORD,MA,2018,S,Y,85000,5.3,3575,0,1000
422,Couto,XueDong,M,207,505-5650,NORTH ANSON,ME,4958,S,Y,60000,8.5,2850,0,2850
430,Toshifumi,Leguy,F,939,334-4361,CANOVANAS,PR,729,M,Y,45000,0.0,0,0,0
432,Houssem,Sewry,M,401,266-7110,HARRISVILLE,RI,2830,S,N,55000,0.0,0,0,0
433,Saydean,Banare,M,508,137-3292,EAST WEYMOUTH,MA,2189,S,Y,5000,5.3,3575,0,1000
439,Akmal,Jahnichen,F,603,303-2843,SALEM,NH,3079,M,Y,15000,0.0,0,0,0
471,Viresh,Gierl,M,603,660-9974,HAMPTON,NH,3842,S,N,40000,0.0,0,0,0
486,Staphane,Spitz,F,774,393-2358,STOW,MA,1775,M,N,50000,5.3,0,7150,0
495,Hongwei,Clo,M,413,475-1491,EAST FALMOUTH,MA,2536,M,Y,80000,5.3,0,7150,1000
497,Geraldo,Lazensky,M,207,269-7129,SOUTHWEST HARBOR,ME,4679,M,Y,60000,8.5,0,5700,2850
502,Paramsothy,Orgass,F,774,823-8510,MILL RIVER,MA,1244,M,Y,10000,5.3,0,7150,1000
504,Toshihiro,Gerla,F,351,318-2767,BOSTON,MA,2284,S,Y,20000,5.3,3575,0,1000
510,Mitch,Nuth,F,603,369-6445,HAVERHILL,NH,3765,S,Y,85000,0.0,0,0,0
518,Jacco,Lennartson,M,207,533-2237,FREEPORT,ME,4034,M,N,15000,6.9580293000000015,0,5700,0
531,Bryony,Haack,M,207,417-3289,OQUOSSOC,ME,4964,S,N,100000,8.5,2850,0,0
549,Gennaro,Trumbly,M,787,595-5613,COTO LAUREL,PR,780,S,Y,15000,0.0,0,0,0
577,Mel,Kiesler,M,787,296-3383,BOQUERON,PR,622,S,Y,100000,0.0,0,0,0
583,Cathryn,Melton,F,401,486-2392,ADAMSVILLE,RI,2801,M,Y,90000,0.0,0,0,0
596,Siau,Toussaint,M,401,643-5396,PROVIDENCE,RI,2902,M,Y,10000,0.0,0,0,0
599,Soumitra,Wetprasit,F,207,176-1377,THOMASTON,ME,4861,M,N,70000,8.5,0,5700,0
606,Mendel,Lambe,F,603,211-6318,LANCASTER,NH,3584,S,Y,70000,0.0,0,0,0
614,Minghui,Kubota,M,508,612-5997,CHARLTON DEPOT,MA,1509,M,Y,80000,5.3,0,7150,1000
616,Shao,Reece,M,508,565-6451,BOSTON,MA,2118,M,Y,5000,5.3,0,7150,1000
624,Malee,Gold,M,603,289-7431,CONCORD,NH,3305,M,N,15000,0.0,0,0,0
625,Sylvian,Hinnebusch,M,939,925-8319,ADJUNTAS,PR,601,S,Y,45000,0.0,0,0,0
626,Loan,Gist,M,603,617-4373,PORTSMOUTH,NH,3801,S,N,65000,0.0,0,0,0
649,Samudra,Ruthven,F,207,113-3380,HOWLAND,ME,0,M,N,65000,8.5,0,5700,0
651,Ard,Lindmark,F,603,777-1001,RUMNEY,NH,3266,M,N,10000,0.0,0,0,0
672,Bette,Szymczak,M,781,777-2635,BOSTON,MA,2114,S,Y,20000,5.3,3575,0,1000
684,Darwyn,Seegmuller,M,774,223-3659,NORTH ATTLEBORO,MA,2760,M,Y,95000,5.3,0,7150,1000
692,Ingrid,Hagimont,M,207,696-4590,SEARSMONT,ME,4973,M,N,65000,8.5,0,5700,0
728,Annette,Perly,F,207,195-3777,BUSTINS ISLAND,ME,4013,S,N,10000,4.5857663,2850,0,0
746,Lenhart,Birch,M,413,257-5349,SANDWICH,MA,2563,S,N,50000,5.3,3575,0,0
750,Subhodev,Robertson,F,207,495-1496,MILBRIDGE,ME,4658,S,Y,75000,8.5,2850,0,2850
754,Parosh,Takaki,M,781,792-2993,SOUTH EGREMONT,MA,1258,M,N,95000,5.3,0,7150,0
768,Soheil,Aluja,F,939,903-6883,QUEBRADILLAS,PR,678,M,N,15000,0.0,0,0,0
778,Leland,Protzen,M,207,911-1427,GEORGETOWN,ME,4548,S,N,70000,8.5,2850,0,0
782,Juhana,Skeel,F,603,754-8486,BERLIN,NH,3570,M,N,20000,0.0,0,0,0
793,Mayford,Bhagavan,F,939,996-9079,SAN JUAN,PR,917,S,Y,30000,0.0,0,0,0
803,Ria,Beshers,M,207,561-6616,NORTH BRIDGTON,ME,4057,M,N,40000,8.5,0,5700,0
806,Ala,Ehrhart,M,802,142-8778,SOUTH STRAFFORD,VT,5070,M,Y,60000,4.1988535,0,6600,3300
817,Tammy,Hohberg,F,787,336-2031,AGUADILLA,PR,603,S,N,75000,0.0,0,0,0
827,Berend,Hodas,F,939,261-9512,SAN JUAN,PR,930,M,N,15000,0.0,0,0,0
835,Willy,Oates,M,413,145-2185,LAKEVILLE,MA,2347,M,Y,60000,5.3,0,7150,1000
854,Byunggyu,Pillow,M,603,681-8832,WOLFEBORO FALLS,NH,3896,S,N,90000,0.0,0,0,0
855,Dhritiman,Cleve,M,207,142-8846,FRENCHVILLE,ME,4745,S,Y,80000,8.5,2850,0,2850
873,Jine,Rettelbach,M,207,815-3971,HALLOWELL,ME,4347,M,N,15000,6.9580293000000015,0,5700,0
875,Soufiane,Tryon,F,787,212-3685,JUNCOS,PR,777,S,Y,70000,0.0,0,0,0
881,Glauco,Belanche,M,508,791-9297,GREEN HARBOR,MA,2041,M,Y,100000,5.3,0,7150,1000
897,Jamshed,Sureshchandran,M,207,700-9232,GEORGETOWN,ME,4548,S,Y,70000,8.5,2850,0,2850
918,Erdogan,Shepherdson,F,857,384-5820,MARSTONS MILLS,MA,2648,M,Y,100000,5.3,0,7150,1000
923,Alfredo,Timkovsky,F,207,610-5335,FARMINGTON,ME,4938,M,N,30000,8.5,0,5700,0
941,Paul,Ying,M,939,493-8231,PONCE,PR,730,S,Y,60000,0.0,0,0,0
946,Gherin,Raja,M,413,925-1387,WORCESTER,MA,1653,M,Y,95000,5.3,0,7150,1000
948,Kiichi,Schild,M,603,913-7860,NORTH STRATFORD,NH,3590,S,N,70000,0.0,0,0,0
951,Mybrid,Biryukov,F,339,793-3760,BOYLSTON,MA,1505,S,N,20000,5.3,3575,0,0
954,Lei,Bein,F,401,649-9045,PROVIDENCE,RI,2909,M,Y,35000,0.0,0,0,0
971,Qin,Piens,F,401,109-5996,WARWICK,RI,2887,M,N,55000,0.0,0,0,0
972,Brig,Obtulowicz,F,939,291-3171,SAN JUAN,PR,902,M,N,45000,0.0,0,0,0
977,Thang,Sever,M,617,134-5111,LYNN,MA,1910,M,Y,45000,5.3,0,7150,1000
994,Vimal,Mattison,F,207,121-5001,SEBAGO LAKE,ME,4075,M,Y,60000,8.5,0,5700,2850
1004,Kok,Baz,F,401,884-3361,PROVIDENCE,RI,2918,S,Y,25000,0.0,0,0,0
1022,Tuong,Hancart,M,401,786-4546,ALBION,RI,0,S,N,65000,0.0,0,0,0
1039,Perla,Tofte,M,603,309-8255,BRISTOL,NH,3222,M,Y,85000,0.0,0,0,0
1040,Kishore,Barnhill,F,603,369-8859,BRISTOL,NH,3222,M,Y,30000,0.0,0,0,0
1045,Nipun,Palaniappan,M,939,288-7408,PONCE,PR,731,S,N,20000,0.0,0,0,0
1050,Phillippe,Tano,M,603,112-5367,CONCORD,NH,3301,M,Y,5000,0.0,0,0,0
1054,Cordelia,Haraldsson,M,603,716-5653,GREENLAND,NH,3840,M,Y,65000,0.0,0,0,0
1060,Foong,Marefat,M,787,552-5728,HUMACAO,PR,791,S,Y,35000,0.0,0,0,0
1064,Gady,Melcarne,M,401,730-5965,WAKEFIELD,RI,2880,M,N,50000,0.0,0,0,0
1070,Nagui,Milicia,M,401,515-4778,NORTH KINGSTOWN,RI,2852,M,N,40000,0.0,0,0,0
1071,Brij,Schrock,F,351,145-7396,EASTHAMPTON,MA,1027,S,N,100000,5.3,3575,0,0
1072,Tremaine,Pettorossi,F,401,651-7547,NORTH SMITHFIELD,RI,2896,S,Y,95000,0.0,0,0,0
1080,Bijendra,Theis,F,207,117-2454,GOULDSBORO,ME,4607,M,Y,45000,8.5,0,5700,2850
1084,Ran,Maccari,F,603,123-8851,NASHUA,NH,3060,M,Y,95000,0.0,0,0,0
1100,Jianqiang,Twardowski,F,787,433-8689,SAN SEBASTIAN,PR,685,S,N,90000,0.0,0,0,0
1105,Richards,Witteveen,F,207,717-6085,WINTER HARBOR,ME,4693,S,Y,85000,8.5,2850,0,2850
1106,Sachar,Woll,F,207,557-8065,JONESBORO,ME,4648,S,N,95000,8.5,2850,0,0
1137,Mikito,Gros,M,603,626-6929,BERLIN,NH,3570,M,N,25000,0.0,0,0,0
1153,Serge,Olveszky,F,401,510-4370,ASHAWAY,RI,2804,S,N,5000,0.0,0,0,0
1175,Moss,Lindberg,M,339,668-5118,BERKSHIRE,MA,1224,M,Y,5000,5.3,0,7150,1000
1184,Ramadan,Roelofsen,F,401,216-3801,NEWPORT,RI,2840,M,Y,55000,0.0,0,0,0
1188,Ohad,Ramamoorthy,M,207,205-4521,GREENE,ME,4236,S,Y,75000,8.5,2850,0,2850
1191,Jerzy,Uchiyama,M,339,404-2765,MONROE BRIDGE,MA,1350,M,N,20000,5.3,0,7150,0
1234,Eiichi,Boden,M,603,127-7924,DOVER,NH,3822,M,N,30000,0.0,0,0,0
1235,Lukas,Villoldo,M,401,325-3194,CAROLINA,RI,2812,M,Y,50000,0.0,0,0,0
1241,Clarence,Lyle,M,857,908-2582,SAUGUS,MA,1906,M,N,100000,5.3,0,7150,0
1247,Chihming,Zisman,F,207,654-6203,HOWLAND,ME,4448,M,Y,75000,8.5,0,5700,2850
1255,Keven,Hossley,F,401,992-8960,ROCKVILLE,RI,2873,S,N,100000,0.0,0,0,0
1263,Lise,Gurov,M,207,150-5185,WELLS,ME,4090,M,N,10000,4.5857663,0,5700,0
1266,Chengdian,Schulman,F,401,302-7791,GLENDALE,RI,0,S,Y,100000,0.0,e0,0,0
1270,Arnould,Siemens,F,603,596-6467,CONCORD,NH,3305,S,Y,80000,0.0,0,0,0
1281,Phenil,Saward,F,207,704-1154,ACTON,ME,4001,M,Y,95000,8.5,0,5700,2850
1287,Nagabhushana,Tepfenhart,M,401,962-7041,PORTSMOUTH,RI,2871,M,N,90000,0.0,0,0,0
1303,Kazutoshi,Madeira,M,787,975-9903,RINCON,PR,677,S,N,60000,0.0,0,0,0
1305,Shigeharu,Gaitonde,F,207,535-2601,MILFORD,ME,4461,M,Y,30000,8.5,0,5700,2850
1307,Jerald,Worona,M,787,260-4365,CAYEY,PR,737,M,Y,95000,0.0,0,0,0
1308,Wolfgang,Steckler,M,401,535-5922,BLOCK ISLAND,RI,2807,S,N,15000,0.0,0,0,0
1312,Birte,Gruenberg,M,207,424-8046,BUXTON,ME,4093,S,N,5000,2.2135036,2850,0,0
1329,Kensaku,Guth,M,787,936-8782,SAN JUAN,PR,906,M,N,30000,0.0,0,0,0
1333,Soon,Leask,M,603,170-6125,CHARLESTOWN,NH,3603,M,Y,80000,0.0,0,0,0
1336,Lilly,Kameny,M,802,865-7269,NORTH HARTLAND,VT,5052,M,Y,40000,3.800944,0,6600,3300
1342,Yoichiro,Lubonski,M,207,137-5945,BOWDOIN,ME,4287,M,N,95000,8.5,0,5700,empty
1347,Nimrod,Gafter,M,603,584-5872,ENFIELD,NH,3748,M,N,65000,0.0,0,0,0
1353,Shangzhi,Akiyama,F,939,167-3517,COAMO,PR,769,S,Y,95000,0.0,0,0,0
1358,Pranav,Graf,F,857,564-8209,HOLYOKE,MA,1040,M,N,85000,5.3,0,7150,0
1371,Arne,Pinkerton,M,207,130-8238,KENNEBUNKPORT,ME,4046,S,Y,40000,8.5,2850,0,2850
1392,Corin,Gauyacq,F,401,671-4284,BRADFORD,RI,2808,M,N,75000,0.0,0,0,0
1398,Hideaki,Petrovic,M,401,778-3119,WEST WARWICK,RI,2893,S,Y,40000,0.0,0,0,0
1402,Sangjyu,Oehlmann,F,774,865-2287,CENTERVILLE,MA,2636,M,Y,70000,5.3,0,7150,1000
1427,Masahichi,Bregier,F,781,228-2356,WEST NEWBURY,MA,0,M,Y,60000,5.3,0,7150,1000
1431,Jitender,Rahm,F,401,272-5479,PAWTUCKET,RI,2862,S,Y,65000,0.0,0,0,0
1438,Wendy,Furnas,M,603,928-8487,PORTSMOUTH,NH,3804,S,N,30000,0.0,0,0,0
1446,Cecilia,Priebs,M,603,701-4312,MANCHESTER,NH,3101,S,N,85000,0.0,0,0,0
1450,Mina,Lucco,F,339,583-2291,PEMBROKE,MA,2359,M,N,15000,5.3,0,7150,0
1468,Hodong,Tuminaro,M,207,953-9352,DENNYSVILLE,ME,4628,S,N,35000,8.5,2850,0,0
1482,Letha,Goldsworthy,F,617,911-3118,BOSTON,MA,2284,M,N,35000,5.3,0,7150,0
1492,Raghavan,Gargeya,F,207,217-1982,LAGRANGE,ME,4453,M,Y,25000,8.5,0,5700,2850
1502,Qinru,Dami,F,207,862-2221,OLAMON,ME,4467,S,Y,25000,8.5,2850,0,2850
1504,Choong,Kubicar,F,0,650-3718,WAKEFIELD,RI,0,M,N,80000,0.0,0,0,0
1512,Nunzio,Prete,M,401,976-1290,NORTH PROVIDENCE,RI,2911,S,Y,95000,0.0,0,0,0
1517,Shohji,Gunthor,F,401,114-1697,WARWICK,RI,2889,S,Y,100000,0.0,0,0,0
1528,Zhijun,Varley,M,603,720-4860,WINDHAM,NH,3087,M,N,55000,0.0,0,0,0
1547,Siddharthan,Zonno,F,207,478-4369,WASHINGTON,ME,4574,S,N,45000,8.5,2850,0,0
1560,Svein,Laske,M,603,154-5740,FREMONT,NH,3044,S,N,15000,0.0,0,0,0
1567,Josephine,Eliyahu,F,401,729-5585,NARRAGANSETT,RI,2882,S,Y,65000,0.0,0,0,0
1573,Qingzhou,Baatz,M,603,812-4666,CENTER STRAFFORD,NH,3815,M,Y,15000,0.0,0,0,0
1588,Jarogniew,Kroll,F,787,770-9070,MERCEDITA,PR,715,M,Y,55000,0.0,0,0,0
1594,Indradeep,Lanzelotte,F,207,866-3304,GARLAND,ME,4939,S,N,50000,8.5,2850,0,0
1626,Kwang,Rubinfield,M,857,806-1703,CHERRY VALLEY,MA,1611,M,Y,20000,5.3,0,7150,1000
1635,Gernot,Khachiyan,M,802,282-5748,GROTON,VT,5046,S,N,100000,4.994672,3300,0,0
1646,Vicenzo,Karn,M,401,645-5069,SAUNDERSTOWN,RI,2874,S,Y,55000,0.0,0,0,0
1695,Hiroshige,Tomii,M,401,584-7563,MIDDLETOWN,RI,2842,M,N,25000,0.0,0,0,0
1723,Kieran,Philipp,F,787,928-9561,LUQUILLO,PR,773,M,Y,5000,0.0,0,0,0
1736,Joan,Boreddy,M,603,825-7201,LEBANON,NH,3756,S,N,40000,0.0,0,0,0
1740,Mohamadou,Klusch,F,207,529-5404,NORTH WATERFORD,ME,4267,S,Y,90000,8.5,2850,0,2850
1748,Monica,Cranor,F,401,593-2151,NEWPORT,RI,2840,M,Y,75000,0.0,0,0,0
1756,Uttam,Nori,M,939,141-3235,SAN ANTONIO,PR,690,M,Y,10000,0.0,0,0,0
1770,Ebbe,Exarkhopoulo,M,401,857-6280,EAST PROVIDENCE,RI,2914,S,Y,45000,0.0,0,0,0
1776,Walt,Katiyar,M,774,656-1108,AMESBURY,MA,1913,S,Y,50000,5.3,3575,0,1000
1782,Deven,Akiyama,F,939,873-1427,COTO LAUREL,PR,780,M,Y,30000,0.0,0,0,0
1788,Hidehito,Maliniak,M,603,630-2517,DOVER,NH,3821,S,N,5000,0.0,0,0,0
1796,Carrie,Eastaughffe,F,401,638-2020,OAKLAND,RI,0,S,N,5000,0.0,0,0,0
1806,Viv,Maraist,F,802,541-9169,NORTH THETFORD,VT,5054,M,Y,80000,4.5967627,0,6600,3300
1807,Singaravel,Ravat,M,939,860-5038,SAN JUAN,PR,906,S,N,50000,0.0,0,0,0
1809,Daishi,Iacobetz,F,401,320-4802,HOPE VALLEY,RI,2832,S,Y,55000,0.0,0,0,0
1813,Agma,Savaria,F,207,683-7124,TREVETT,ME,4571,S,Y,15000,6.9580293000000015,2850,0,2850
1841,Joanne,Frederiksen,M,603,301-9840,MADBURY,NH,3823,S,N,75000,0.0,0,0,0
1845,Yunfei,Sidhu,F,401,752-7755,PORTSMOUTH,RI,2871,M,N,60000,0.0,0,0,0
1862,LeRoy,Geraci,M,401,781-6491,OAKLAND,RI,2858,S,Y,25000,0.0,0,0,0
1878,Anany,Otterloo,F,401,324-5128,ASHAWAY,RI,2804,S,N,100000,0.0,0,0,0
1893,Yishay,Martello,M,401,507-4286,ADAMSVILLE,RI,2801,S,N,65000,0.0,0,0,0
1895,Chengfeng,Grandage,F,978,329-7599,FORESTDALE,MA,2644,M,N,30000,5.3,0,7150,0
1897,Chandrasekaran,Hackos,M,603,711-3115,MARLOW,NH,3456,S,N,5000,0.0,0,0,0
1900,Ghislaine,Roure,F,207,212-7721,HEBRON,ME,4238,M,Y,50000,8.5,0,5700,2850
1911,Jaana,Pemmaraju,empty,603,334-6982,EAST ANDOVER,NH,3231,M,Y,75000,0.0,0,0,0
1925,Toshio,Wiggert,M,339,907-2074,LEICESTER,MA,1524,M,N,55000,5.3,0,7150,0
1929,Neff,Machiraju,M,207,285-9358,SEBAGO LAKE,ME,4075,M,N,90000,8.5,0,5700,0
1937,Tetsuzo,Maslov,M,351,960-2722,WALES,MA,1081,S,Y,80000,5.3,3575,0,1000
1940,Mihir,Luca,M,802,597-6230,BARNARD,VT,5031,M,N,80000,4.5967627,0,6600,0
1943,Toyohisa,Wolford,F,774,726-6768,WORONOCO,MA,1097,S,Y,15000,5.3,3575,0,1000
1945,Lampros,Batenin,F,787,119-4870,SAN JUAN,PR,955,M,N,70000,0.0,0,0,0
1950,Takayoshi,Pakkan,F,207,866-3984,DOVER FOXCROFT,ME,4426,M,N,15000,6.9580293000000015,0,5700,0
1953,Takehiko,Formenti,M,401,370-4080,ROCKVILLE,RI,2873,M,Y,45000,0.0,0,0,0
1971,Narvardin,Zochling,F,787,533-5771,QUEBRADILLAS,PR,678,S,Y,65000,0.0,0,0,0
1976,Morteza,Ursu,F,787,288-2631,SAN JUAN,PR,922,M,Y,45000,0.0,0,0,0
1978,Tonny,Shepherd,M,351,642-5685,STOW,MA,1775,S,N,20000,5.3,3575,0,0
1994,Allesandro,McMorris,F,617,446-9631,TAUNTON,MA,2780,S,Y,95000,5.3,3575,0,1000
1996,Bede,Ramras,F,401,359-2057,ADAMSVILLE,RI,2801,M,Y,80000,0.0,0,0,0
2003,Pierangelo,Favero,F,787,489-9118,TOA BAJA,PR,951,S,Y,90000,0.0,0,0,0
2023,Luther,Amy,F,603,768-7873,BERLIN,NH,3570,S,Y,45000,0.0,0,0,0
2045,Qingzhou,Guan,M,603,512-4995,KEARSARGE,NH,3847,S,N,5000,0.0,0,0,0
2057,Oris,Kraiman,M,339,990-7479,BOSTON,MA,2204,M,N,10000,5.3,0,7150,0
2066,Xinghao,Rapps,M,0,479-6830,STRAFFORD,VT,5072,S,Y,60000,4.1988535,3300,0,3300
2071,Fumitake,Kalyanakrishnan,F,603,228-8491,NORTH SANDWICH,NH,3259,S,Y,15000,0.0,0,0,0
2088,Gernot,Tohma,M,603,866-1954,LEBANON,NH,0,M,Y,20000,0.0,empty,0,0
2090,Monish,Peschl,M,939,684-8971,LUQUILLO,PR,773,S,Y,55000,0.0,0,0,0
2105,Brailey,Tarr,M,787,816-2496,CAROLINA,PR,987,S,Y,10000,0.0,0,0,0
2108,Alfredo,Tierney,F,939,490-7399,SAN JUAN,PR,901,M,Y,90000,0.0,0,0,0
2136,Wujia,Nojiri,M,603,821-7541,BARNSTEAD,NH,3218,S,Y,40000,0.0,0,0,empty
2137,Rachelle,Charissis,F,401,933-3845,ADAMSVILLE,RI,2801,M,Y,70000,0.0,0,0,0
2162,Leaf,Calway,F,207,533-2423,MONSON,ME,4464,S,Y,40000,8.5,2850,0,2850
2172,Gao,Weicker,F,207,517-5517,WINDSOR,ME,4363,M,N,65000,8.5,0,5700,0
2191,Domenico,Skeen,F,939,771-1146,CATANO,PR,963,S,Y,45000,0.0,0,0,0
2195,Hisashi,Egg,M,339,853-7912,ROCHESTER,MA,2770,S,Y,70000,5.3,3575,0,1000
2201,Yujiun,Llaberia,F,939,433-1852,BARCELONETA,PR,617,S,N,85000,0.0,0,0,0
2209,Malay,Kikuchi,M,207,420-4332,CORNISH,ME,4020,M,N,20000,8.5,0,5700,0
2240,Samudra,Graeb,F,413,702-2835,SUTTON,MA,1590,S,Y,100000,5.3,3575,0,1000
2242,Narayana,Kutylowski,F,603,210-8368,ROCHESTER,NH,3868,M,N,15000,0.0,0,0,0
2246,Teik,Griffioen,F,603,404-1312,ROCHESTER,NH,3866,S,Y,75000,0.0,0,0,0
2332,Seinosuke,Cheikes,F,857,396-9489,YARMOUTH PORT,MA,2675,S,N,25000,5.3,3575,0,0
2349,Yanni,Pietak,M,781,413-7298,DALTON,MA,1227,M,Y,15000,5.3,empty,7150,1000
2354,Simonas,Jesus,F,939,614-5971,HUMACAO,PR,791,M,N,45000,0.0,0,0,0
2371,Alfred,Luckham,M,603,314-7895,NEW CASTLE,NH,3854,S,Y,65000,0.0,0,0,0
2384,Yingsha,Blackard,F,401,859-5454,NEWPORT,RI,0,M,Y,25000,0.0,0,0,0
2385,Ljubomir,Kess,F,207,989-7948,SHERMAN,ME,4776,S,N,65000,8.5,2850,0,0
2390,Kunwadee,Diehl,M,339,919-9854,SPRINGFIELD,MA,1139,S,Y,60000,5.3,3575,0,1000
2401,Mamoun,Leslie,M,339,653-8726,HARVARD,MA,1451,S,N,10000,5.3,3575,0,0
2402,Aylmer,Messner,F,939,531-6123,FORT BUCHANAN,PR,934,M,Y,75000,0.0,0,0,0
2406,Haldon,Fargier,F,339,419-7474,NAHANT,MA,1908,S,Y,100000,5.3,3575,0,1000
2420,Hafedh,Priebe,M,401,984-7328,PROVIDENCE,RI,2906,S,N,85000,0.0,0,0,0
2431,Mitsuhiko,Huleihel,M,401,168-2831,MAPLEVILLE,RI,2839,M,Y,90000,0.0,0,0,0
2435,Taiji,Dutra,M,603,492-2444,ROCHESTER,NH,3839,S,Y,30000,0.0,0,0,0
2458,Eithan,Schrufer,M,401,181-7690,RIVERSIDE,RI,2915,M,Y,45000,0.0,0,0,0
2459,Jongmoo,Senouci,F,207,358-7929,BRIDGEWATER,ME,4735,M,N,5000,2.2135036,0,5700,0
2476,Youji,Stornetta,M,802,802-5502,WELLS RIVER,VT,5081,S,Y,30000,3.6019895,3300,0,3300
2478,Miquel,Ampratwum,F,787,411-1613,TOA BAJA,PR,950,S,N,90000,0.0,0,0,0
2485,Torkel,Ledeniov,F,401,306-1986,WEST KINGSTON,RI,2892,M,N,100000,0.0,0,0,0
2489,Khanh,Bottner,M,401,165-7237,PROVIDENCE,RI,2904,M,N,15000,0.0,0,0,0
2571,Kees,Waschkowski,F,774,325-2448,WORCESTER,MA,1601,M,N,10000,5.3,0,7150,0
2574,Anshu,Trudel,F,413,282-5759,SOUTHBOROUGH,MA,1772,S,N,20000,5.3,3575,0,0
