index,fname,lname,gender,areacode,phone,city,state,zip,maritalstatus,haschild,salary,rate,singleexemp,marriedexemp,childexemp
117,giuseppe,daigle,m,603,900-7725,manchester,nh,3104,m,y,70000,0.0,0,0,0
121,kayo,haralick,f,339,730-9081,dorchester,ma,2125,m,y,40000,5.3,0,7150,1000
136,chinho,demmer,f,860,584-9932,east hampton,ct,6424,m,n,30000,5.0,0,24500,0
139,mitsuhisa,papadimitriou,f,207,410-8062,gouldsboro,me,4607,s,y,60000,8.5,2850,0,2850
144,souichi,wadey,f,802,519-2066,stowe,vt,5672,s,n,45000,3.9004214,3300,0,0
154,john,sherratt,m,978,184-9558,ocean bluff,ma,2065,s,n,60000,5.3,3575,0,0
158,bir,byron,f,315,750-4795,beaver falls,ny,13305,m,y,30000,4.127439,0,0,1000
161,prabhudev,kodama,f,802,216-5879,ascutney,vt,5030,m,y,70000,4.397808,0,6600,3300
163,taylor,sanada,f,787,500-5910,moca,pr,676,m,y,85000,0.0,0,0,0
176,thao,noriega,m,631,978-2969,yonkers,ny,10702,s,n,40000,4.1853657,0,0,0
179,long,comparot,f,814,984-2470,arcola,pa,19420,m,y,95000,3.07,0,0,0
192,rondall,treweek,f,603,108-9496,north stratford,nh,3590,m,y,10000,0.0,0,0,0
203,yunming,litant,f,802,262-8257,glover,vt,5839,s,n,60000,4.1988535,3300,0,0
207,suzan,duclos,f,401,664-5371,pawtucket,ri,2861,s,y,90000,0.0,0,0,0
221,anthong,huuskonen,m,939,661-2631,luquillo,pr,773,s,n,15000,0.0,0,0,0
224,djamila,crepeau,f,603,740-3671,east kingston,nh,3827,m,y,60000,0.0,0,0,0
244,sonoko,dam,f,939,206-1159,cabo rojo,pr,623,s,n,45000,0.0,0,0,0
248,mandy,sidou,m,267,606-1367,hesston,pa,16647,m,y,100000,3.07,0,0,0
256,varsha,ernst,m,484,993-6874,ashfield,pa,18212,s,y,25000,3.07,0,0,0
262,tricia,cosica,f,207,356-5611,shawmut,me,4975,m,y,50000,8.5,0,5700,2850
270,lunjiang,hanchek,f,802,278-9141,grand isle,vt,5458,m,n,40000,3.800944,0,6600,0
273,vaughan,hanatani,f,878,638-2204,pittsburgh,pa,15215,m,y,85000,3.07,0,0,0
279,till,kotani,f,207,240-8137,east boothbay,me,4544,s,y,5000,2.2135036,2850,0,2850
280,imari,kleinjohann,f,401,143-3552,cumberland,ri,2864,s,y,30000,0.0,0,0,0
282,bilhanan,sione,f,774,767-4605,needham heights,ma,2494,m,n,15000,5.3,0,7150,0
285,lizy,suorsa,f,717,743-1281,scranton,pa,18505,m,n,75000,3.07,0,0,0
286,ioanis,lupu,f,724,116-3246,benezett,pa,15821,m,n,45000,3.07,0,0,0
287,grigoris,gentile,f,603,961-8799,nashua,nh,3060,m,n,45000,0.0,0,0,0
289,rinie,jonckers,m,401,910-7985,johnston,ri,2919,m,y,35000,0.0,0,0,0
294,xiannong,pinzani,m,339,361-4214,south dartmouth,ma,2748,s,n,30000,5.3,3575,0,0
295,gady,deacon,m,203,823-1927,hartford,ct,6102,m,y,45000,5.0,0,24500,0
297,humphrey,ramamoorthy,f,401,466-2957,clayville,ri,2815,m,n,90000,0.0,0,0,0
298,sethu,haasis,m,802,330-7388,londonderry,vt,5148,s,y,85000,4.69624,3300,0,3300
302,guenter,sigal,m,401,707-8008,providence,ri,2908,s,n,10000,0.0,0,0,0
303,gunnvald,lieflander,m,917,747-7431,amityville,ny,11701,s,n,65000,4.330183,0,0,0
309,ljiljana,smeets,f,508,693-9220,agawam,ma,1001,m,y,45000,5.3,0,7150,1000
313,rein,sakagami,m,302,675-7612,yorklyn,de,19736,m,n,100000,5.95,0,220,0
330,martyne,naggar,f,724,821-3010,parker ford,pa,19457,m,n,35000,3.07,0,0,0
337,shabbir,dharanipragada,m,908,696-4412,branchville,nj,7890,s,y,95000,2.5828125,1000,0,1500
342,yanbing,gecsei,m,570,288-8387,brush valley,pa,15720,s,n,50000,3.07,0,0,0
347,nick,gelosh,m,207,257-6382,salsbury cove,me,4672,s,y,35000,8.5,2850,0,2850
348,ran,sabelli,f,860,110-1437,greenwich,ct,6830,s,n,80000,5.0,12750,0,0
354,nitsan,ertl,m,351,912-9267,west warren,ma,1092,s,y,75000,5.3,3575,0,1000
358,ludwik,hamburg,m,978,529-7308,ashfield,ma,1330,m,y,5000,5.3,0,7150,1000
360,ward,cicchetti,f,603,219-3160,marlow,nh,3456,m,y,15000,0.0,0,0,0
368,tooru,miara,m,603,846-2406,glencliff,nh,3238,s,n,30000,0.0,0,0,0
374,lein,ang,f,857,188-6322,holyoke,ma,1041,s,y,90000,5.3,3575,0,1000
375,deene,clark,f,215,800-6906,philadelphia,pa,19139,s,y,30000,3.07,0,0,0
387,fernand,panagopoulou,f,508,205-7989,chicopee,ma,1013,m,y,90000,5.3,0,7150,1000
399,naeem,radzik,f,610,770-8043,mckeesport,pa,15132,m,y,85000,3.07,0,0,0
400,yongdong,nagase,m,908,328-4760,newport,nj,8345,s,n,65000,2.1096876,1000,0,0
402,antony,monderer,m,802,854-5962,north ferrisburgh,vt,5473,s,n,65000,4.298331,3300,0,0
411,mohd,lavie,m,207,720-6245,eagle lake,me,4739,s,y,85000,8.5,2850,0,2850
416,fazli,kowalchuk,f,302,882-6872,townsend,de,19734,m,y,75000,5.95,0,220,110
422,avadis,dattasharma,m,508,449-5112,accord,ma,2018,s,y,85000,5.3,3575,0,1000
423,couto,xuedong,m,207,505-5650,north anson,me,4958,s,y,60000,8.5,2850,0,2850
426,woei,gurzi,m,302,272-4994,wilmington,de,19801,m,y,5000,2.2,0,220,110
431,toshifumi,leguy,f,939,334-4361,canovanas,pr,729,m,y,45000,0.0,0,0,0
433,houssem,sewry,m,401,266-7110,harrisville,ri,2830,s,n,55000,0.0,0,0,0
434,saydean,banare,m,508,137-3292,east weymouth,ma,2189,s,y,5000,5.3,3575,0,1000
435,lora,rosch,m,570,299-3852,chambersburg,pa,17201,s,n,55000,3.07,0,0,0
440,akmal,jahnichen,f,603,303-2843,salem,nh,3079,m,y,15000,0.0,0,0,0
443,frederic,machiels,f,203,720-4264,staffordville,ct,6077,m,y,60000,5.0,0,24500,0
449,joaquin,renegar,m,860,520-9731,norwich,ct,6360,s,y,70000,5.0,12750,0,0
451,byeong,hadfield,f,631,932-8771,new york,ny,10018,s,y,45000,4.2143292,0,0,1000
452,olivera,bian,m,860,519-2673,west haven,ct,6516,m,y,90000,5.0,0,24500,0
454,chengdian,falvo,f,212,344-6114,woodstock,ny,12498,s,n,50000,4.243293,0,0,0
455,ira,hajnal,m,631,420-5486,westbrookville,ny,12785,s,n,45000,4.2143292,0,0,0
464,harald,eichhorn,m,201,260-4653,new gretna,nj,8224,m,n,25000,1.4788542,0,2000,0
468,ramaswamy,mccluskey,m,848,173-9544,netcong,nj,7857,s,n,90000,2.5039582,1000,0,0
471,kazuko,leishman,f,724,540-8466,gordonville,pa,17529,m,n,80000,3.07,0,0,0
472,viresh,gierl,m,603,660-9974,hampton,nh,3842,s,n,40000,0.0,0,0,0
479,breck,maclean,m,267,181-8055,clarion,pa,16214,m,y,80000,3.07,0,0,0
480,xiaotao,claire,f,718,774-1245,new hyde park,ny,11043,m,y,90000,4.475,0,0,1000
481,bowen,rubinfield,f,607,621-9879,woodgate,ny,13494,s,n,65000,4.330183,0,0,0
485,elvia,bergen,f,860,436-2928,hartford,ct,6114,s,n,90000,5.0,12750,0,0
487,staphane,spitz,f,774,393-2358,stow,ma,1775,m,n,50000,5.3,0,7150,0
492,krisda,braschler,f,973,704-3168,trenton,nj,8604,m,y,35000,1.6365625,0,2000,1500
496,hongwei,clo,m,413,475-1491,east falmouth,ma,2536,m,y,80000,5.3,0,7150,1000
498,geraldo,lazensky,m,207,269-7129,southwest harbor,me,4679,m,y,60000,8.5,0,5700,2850
500,giora,macias,m,609,220-2344,helmetta,nj,8828,s,n,45000,1.7942707999999998,1000,0,0
503,paramsothy,orgass,f,774,823-8510,mill river,ma,1244,m,y,10000,5.3,0,7150,1000
505,toshihiro,gerla,f,351,318-2767,boston,ma,2284,s,y,20000,5.3,3575,0,1000
510,yuguang,barthou,m,609,405-2933,bayville,nj,8721,m,n,60000,2.0308332,0,2000,0
511,mitch,nuth,f,603,369-6445,haverhill,nh,3765,s,y,85000,0.0,0,0,0
519,jacco,lennartson,m,207,533-2237,freeport,me,4034,m,n,15000,6.9580293000000015,0,5700,0
532,bryony,haack,m,207,417-3289,oquossoc,me,4964,s,n,100000,8.5,2850,0,0
550,gennaro,trumbly,m,787,595-5613,coto laurel,pr,780,s,y,15000,0.0,0,0,0
562,ernestine,catto,m,518,882-6609,red creek,ny,13143,s,n,70000,4.359146,0,0,0
568,janette,manabe,f,203,287-2488,stamford,ct,6911,s,y,45000,5.0,12750,0,0
573,denis,leitner,f,802,206-2485,east saint johnsbury,vt,5838,m,n,95000,4.8951945,0,6600,0
578,mel,kiesler,m,787,296-3383,boqueron,pr,622,s,y,100000,0.0,0,0,0
583,zachary,moudgil,f,302,597-5590,newark,de,19716,m,y,85000,5.95,0,220,110
584,cathryn,melton,f,401,486-2392,adamsville,ri,2801,m,y,90000,0.0,0,0,0
589,lichun,poursepanj,f,717,581-8000,johnstown,pa,15909,s,n,90000,3.07,0,0,0
591,helko,vijaykrishnan,f,609,631-1900,milmay,nj,8340,s,y,55000,1.9519792,1000,0,1500
597,siau,toussaint,m,401,643-5396,providence,ri,2902,m,y,10000,0.0,0,0,0
600,soumitra,wetprasit,f,207,176-1377,thomaston,me,4861,m,n,70000,8.5,0,5700,0
606,anant,nagamachi,m,917,674-9698,bronx,ny,10462,m,y,5000,4.0,0,0,1000
607,mendel,lambe,f,603,211-6318,lancaster,nh,3584,s,y,70000,0.0,0,0,0
615,minghui,kubota,m,508,612-5997,charlton depot,ma,1509,m,y,80000,5.3,0,7150,1000
616,wonjun,reece,f,215,824-9790,ono,pa,17077,s,y,35000,3.07,0,0,0
617,shao,reece,m,508,565-6451,boston,ma,2118,m,y,5000,5.3,0,7150,1000
620,kermit,niedderreiter,f,973,907-1720,port monmouth,nj,7758,s,y,10000,1.4,1000,0,1500
625,malee,gold,m,603,289-7431,concord,nh,3305,m,n,15000,0.0,0,0,0
626,sylvian,hinnebusch,m,939,925-8319,adjuntas,pr,601,s,y,45000,0.0,0,0,0
627,loan,gist,m,603,617-4373,portsmouth,nh,3801,s,n,65000,0.0,0,0,0
630,mariemma,chmielinska,m,585,631-6958,purling,ny,12470,s,n,45000,4.2143292,0,0,0
633,gultekin,khamsi,m,878,369-1063,tioga,pa,16946,s,n,45000,3.07,0,0,0
649,christophe,schuller,f,860,594-2013,south britain,ct,6487,s,n,60000,5.0,12750,0,0
650,samudra,ruthven,f,207,113-3380,howland,me,4448,m,n,65000,8.5,0,5700,0
652,ard,lindmark,f,603,777-1001,rumney,nh,3266,m,n,10000,0.0,0,0,0
657,micheline,rubsam,f,203,382-9572,canaan,ct,6018,m,y,55000,5.0,0,24500,0
673,bette,szymczak,m,781,777-2635,boston,ma,2114,s,y,20000,5.3,3575,0,1000
680,giancarlo,weinreich,m,860,811-1281,essex,ct,6426,s,n,15000,5.0,12750,0,0
681,fanya,wavrik,f,914,113-9007,hicksville,ny,11802,m,n,20000,4.0695124,0,0,0
685,darwyn,seegmuller,m,774,223-3659,north attleboro,ma,2760,m,y,95000,5.3,0,7150,1000
689,farooq,sekino,m,802,275-4925,grafton,vt,5146,s,n,100000,4.994672,3300,0,0
691,ingar,noakes,m,203,108-7125,west hartford,ct,6117,s,y,60000,5.0,12750,0,0
693,ingrid,hagimont,m,207,696-4590,searsmont,me,4973,m,n,65000,8.5,0,5700,0
699,murthy,burgess,m,802,616-6409,north hero,vt,5474,s,n,20000,3.6,3300,0,0
729,annette,perly,f,207,195-3777,bustins island,me,4013,s,n,10000,4.5857663,2850,0,0
739,egil,rajamony,m,203,595-2698,moosup,ct,6354,s,y,90000,5.0,12750,0,0
740,cathleen,miczo,f,516,967-1601,new paltz,ny,12561,m,n,50000,4.243293,0,0,0
747,lenhart,birch,m,413,257-5349,sandwich,ma,2563,s,n,50000,5.3,3575,0,0
751,subhodev,robertson,f,207,495-1496,milbridge,me,4658,s,y,75000,8.5,2850,0,2850
755,parosh,takaki,m,781,792-2993,south egremont,ma,1258,m,n,95000,5.3,0,7150,0
756,thyagarajan,ingalls,f,802,725-5842,south burlington,vt,5403,s,y,30000,3.6019895,3300,0,3300
761,fortune,rowan,f,973,994-5612,glen gardner,nj,8826,s,y,5000,1.4,1000,0,1500
769,soheil,aluja,f,939,903-6883,quebradillas,pr,678,m,n,15000,0.0,0,0,0
770,namhee,kompanek,m,860,325-4565,east windsor,ct,6088,s,y,35000,5.0,12750,0,0
779,leland,protzen,m,207,911-1427,georgetown,me,4548,s,n,70000,8.5,2850,0,0
783,juhana,skeel,f,603,754-8486,berlin,nh,3570,m,n,20000,0.0,0,0,0
786,sixto,woof,m,315,866-1037,syracuse,ny,13219,s,n,25000,4.0984755,0,0,0
793,alselm,raugh,f,860,534-7972,danbury,ct,6810,m,n,75000,5.0,0,24500,0
794,mayford,bhagavan,f,939,996-9079,san juan,pr,917,s,y,30000,0.0,0,0,0
804,ria,beshers,m,207,561-6616,north bridgton,me,4057,m,n,40000,8.5,0,5700,0
806,dietrich,feinberg,f,802,403-5554,newfane,vt,5345,s,n,10000,3.6,3300,0,0
807,ala,ehrhart,m,802,142-8778,south strafford,vt,5070,m,y,60000,4.1988535,0,6600,3300
818,tammy,hohberg,f,787,336-2031,aguadilla,pr,603,s,n,75000,0.0,0,0,0
826,jun''ichi,kurita,m,860,159-4658,baltic,ct,6330,s,n,75000,5.0,12750,0,0
828,berend,hodas,f,939,261-9512,san juan,pr,930,m,n,15000,0.0,0,0,0
829,ziyad,lanzl,m,802,943-6449,starksboro,vt,5487,s,n,25000,3.6,3300,0,0
836,willy,oates,m,413,145-2185,lakeville,ma,2347,m,y,60000,5.3,0,7150,1000
846,erik,seipel,f,215,826-9563,harrison city,pa,15636,s,y,75000,3.07,0,0,0
855,byunggyu,pillow,m,603,681-8832,wolfeboro falls,nh,3896,s,n,90000,0.0,0,0,0
856,dhritiman,cleve,m,207,142-8846,frenchville,me,4745,s,y,80000,8.5,2850,0,2850
861,sajid,deokar,f,203,283-5980,westport,ct,6889,m,y,25000,5.0,0,24500,0
874,jine,rettelbach,m,207,815-3971,hallowell,me,4347,m,n,15000,6.9580293000000015,0,5700,0
876,soufiane,tryon,f,787,212-3685,juncos,pr,777,s,y,70000,0.0,0,0,0
882,glauco,belanche,m,508,791-9297,green harbor,ma,2041,m,y,100000,5.3,0,7150,1000
889,elvira,skandalis,f,908,482-6893,highland park,nj,8904,m,y,40000,1.7154167000000002,0,2000,1500
896,nageshwara,scheer,f,802,820-7826,saint albans,vt,5478,m,n,50000,3.9998987,0,6600,0
898,jamshed,sureshchandran,m,207,700-9232,georgetown,me,4548,s,y,70000,8.5,2850,0,2850
913,moredachi,bergen,f,814,640-1051,indiana,pa,15705,m,n,75000,3.07,0,0,0
919,erdogan,shepherdson,f,857,384-5820,marstons mills,ma,2648,m,y,100000,5.3,0,7150,1000
923,madanpal,michailidis,m,802,420-9056,waitsfield,vt,5673,m,n,95000,4.8951945,0,6600,0
924,alfredo,timkovsky,f,207,610-5335,farmington,me,4938,m,n,30000,8.5,0,5700,0
933,begona,giunchiglia,m,802,993-8577,pownal,vt,5261,s,y,40000,3.800944,3300,0,3300
942,paul,ying,m,939,493-8231,ponce,pr,730,s,y,60000,0.0,0,0,0
945,jaehyung,d''amiano,m,609,309-3633,sayreville,nj,8872,s,n,10000,1.4,1000,0,0
947,gherin,raja,m,413,925-1387,worcester,ma,1653,m,y,95000,5.3,0,7150,1000
949,kiichi,schild,m,603,913-7860,north stratford,nh,3590,s,n,70000,0.0,0,0,0
952,mybrid,biryukov,f,339,793-3760,boylston,ma,1505,s,n,20000,5.3,3575,0,0
954,zeenat,raje,f,212,387-3140,ithaca,ny,14850,m,y,50000,4.243293,0,0,1000
955,lei,bein,f,401,649-9045,providence,ri,2909,m,y,35000,0.0,0,0,0
971,tinku,minemura,m,917,359-2282,bronx,ny,10472,s,n,60000,4.3012195,0,0,0
972,qin,piens,f,401,109-5996,warwick,ri,2887,m,n,55000,0.0,0,0,0
973,brig,obtulowicz,f,939,291-3171,san juan,pr,902,m,n,45000,0.0,0,0,0
978,thang,sever,m,617,134-5111,lynn,ma,1910,m,y,45000,5.3,0,7150,1000
995,vimal,mattison,f,207,121-5001,sebago lake,me,4075,m,y,60000,8.5,0,5700,2850
1004,syunichiro,uckan,m,860,206-8121,madison,ct,6443,m,y,5000,3.0,0,24500,0
1005,kok,baz,f,401,884-3361,providence,ri,2918,s,y,25000,0.0,0,0,0
1023,tuong,hancart,m,401,786-4546,albion,ri,2802,s,n,65000,0.0,0,0,0
1028,katsuhiko,geurts,f,860,531-5881,fabyan,ct,6245,m,n,5000,3.0,0,24500,0
1040,perla,tofte,m,603,309-8255,bristol,nh,3222,m,y,85000,0.0,0,0,0
1041,kishore,barnhill,f,603,369-8859,bristol,nh,3222,m,y,30000,0.0,0,0,0
1046,nipun,palaniappan,m,939,288-7408,ponce,pr,731,s,n,20000,0.0,0,0,0
1047,ora,nozawa,f,607,112-4517,bayville,ny,11709,s,n,60000,4.3012195,0,0,0
1048,rafic,nonn,f,302,733-7103,yorklyn,de,19736,m,y,5000,2.2,0,220,110
1050,marcelino,coover,f,917,596-6526,barton,ny,13734,m,y,50000,4.243293,0,0,1000
1051,phillippe,tano,m,603,112-5367,concord,nh,3301,m,y,5000,0.0,0,0,0
1052,chenghui,pino,f,201,127-1470,annandale,nj,8801,m,n,70000,2.1885417,0,2000,0
1055,cordelia,haraldsson,m,603,716-5653,greenland,nh,3840,m,y,65000,0.0,0,0,0
1061,foong,marefat,m,787,552-5728,humacao,pr,791,s,y,35000,0.0,0,0,0
1063,joford,formella,f,860,891-1619,cobalt,ct,6414,m,y,25000,5.0,0,24500,0
1065,gady,melcarne,m,401,730-5965,wakefield,ri,2880,m,n,50000,0.0,0,0,0
1069,muruganandan,mcguffin,m,908,862-3143,little ferry,nj,7643,s,y,80000,2.34625,1000,0,1500
1071,nagui,milicia,m,401,515-4778,north kingstown,ri,2852,m,n,40000,0.0,0,0,0
1072,brij,schrock,f,351,145-7396,easthampton,ma,1027,s,n,100000,5.3,3575,0,0
1073,tremaine,pettorossi,f,401,651-7547,north smithfield,ri,2896,s,y,95000,0.0,0,0,0
1081,bijendra,theis,f,207,117-2454,gouldsboro,me,4607,m,y,45000,8.5,0,5700,2850
1085,ran,maccari,f,603,123-8851,nashua,nh,3060,m,y,95000,0.0,0,0,0
1087,saverio,rauch,f,516,671-5372,south new berlin,ny,13843,s,n,70000,4.359146,0,0,0
1095,chuanyi,hotzel,f,267,257-2840,morann,pa,16663,m,y,35000,3.07,0,0,0
1100,masato,sitter,f,802,559-8297,burlington,vt,5408,m,n,25000,3.6,0,6600,0
1101,jianqiang,twardowski,f,787,433-8689,san sebastian,pr,685,s,n,90000,0.0,0,0,0
1103,bodhisattwa,gradenigo,f,267,104-8100,west point,pa,19486,m,n,5000,3.07,0,0,0
1104,augusto,haraldsson,m,203,554-9904,hartford,ct,6150,s,y,5000,3.0,12750,0,0
1106,richards,witteveen,f,207,717-6085,winter harbor,me,4693,s,y,85000,8.5,2850,0,2850
1107,sachar,woll,f,207,557-8065,jonesboro,me,4648,s,n,95000,8.5,2850,0,0
1111,rudi,viire,f,302,318-5695,newark,de,19726,s,y,30000,3.9045453,110,0,110
1122,lex,frtzson,m,484,704-7232,philadelphia,pa,19120,s,n,75000,3.07,0,0,0
1124,dominik,maierhofer,f,802,645-3827,chester depot,vt,5144,m,y,20000,3.6,0,6600,3300
1128,kozo,sidje,m,203,124-1470,salisbury,ct,6068,m,n,50000,5.0,0,24500,0
1131,kaichang,iwayama,f,607,482-7664,tappan,ny,10983,s,n,80000,4.4170732,0,0,0
1134,eila,sikka,f,302,517-3094,winterthur,de,19735,m,y,55000,5.609091,0,220,110
1135,oystein,give''on,m,845,476-4229,meridian,ny,13113,s,n,85000,4.4460362999999985,0,0,0
1138,mikito,gros,m,603,626-6929,berlin,nh,3570,m,n,25000,0.0,0,0,0
1142,rodion,calisti,m,551,204-2539,elizabeth,nj,7201,s,y,60000,2.0308332,1000,0,1500
1145,birte,mckeague,m,860,118-3129,new haven,ct,6515,m,y,90000,5.0,0,24500,0
1154,serge,olveszky,f,401,510-4370,ashaway,ri,2804,s,n,5000,0.0,0,0,0
1156,manvinder,rege,f,860,636-1340,wauregan,ct,6387,m,y,35000,5.0,0,24500,0
1160,munenori,schain,f,215,354-9862,trumbauersville,pa,18970,s,n,35000,3.07,0,0,0
1163,husheng,hoogerwoord,m,610,339-9708,orbisonia,pa,17243,s,y,45000,3.07,0,0,0
1166,seungwang,masiero,m,302,553-4753,wilmington,de,19803,s,y,95000,5.95,110,0,110
1171,yandong,dasu,m,412,348-7526,brogue,pa,17309,s,n,60000,3.07,0,0,0
1176,moss,lindberg,m,339,668-5118,berkshire,ma,1224,m,y,5000,5.3,0,7150,1000
1183,jeanne,gumm,m,802,230-5253,underhill center,vt,5490,s,n,80000,4.5967627,3300,0,0
1185,ramadan,roelofsen,f,401,216-3801,newport,ri,2840,m,y,55000,0.0,0,0,0
1189,ohad,ramamoorthy,m,207,205-4521,greene,me,4236,s,y,75000,8.5,2850,0,2850
1190,miguel,minsker,m,610,920-7339,cochranville,pa,19330,m,y,5000,3.07,0,0,0
1192,jerzy,uchiyama,m,339,404-2765,monroe bridge,ma,1350,m,n,20000,5.3,0,7150,0
1193,hanoch,marquard,f,802,569-4310,perkinsville,vt,5151,m,y,30000,3.6019895,0,6600,3300
1204,dermont,baranowski,m,315,888-6075,new york,ny,10101,s,y,60000,4.3012195,0,0,1000
1210,zimin,mccall,m,860,786-7073,poquonock,ct,6064,m,y,40000,5.0,0,24500,0
1215,tokuzo,glenstrup,m,724,656-8659,scenery hill,pa,15360,m,n,25000,3.07,0,0,0
1224,taketo,claus,m,203,499-6694,madison,ct,6443,s,y,10000,3.0,12750,0,0
1227,berl,schilz,f,302,646-6390,saint georges,de,19733,m,n,65000,5.95,0,220,0
1235,eiichi,boden,m,603,127-7924,dover,nh,3822,m,n,30000,0.0,0,0,0
1236,lukas,villoldo,m,401,325-3194,carolina,ri,2812,m,y,50000,0.0,0,0,0
1241,juyang,kreuer,m,802,554-1245,east fairfield,vt,5448,s,y,20000,3.6,3300,0,3300
1242,clarence,lyle,m,857,908-2582,saugus,ma,1906,m,n,100000,5.3,0,7150,0
1245,dorian,gupte,f,315,813-3194,south colton,ny,13687,m,y,85000,4.4460362999999985,0,0,1000
1248,chihming,zisman,f,207,654-6203,howland,me,4448,m,y,75000,8.5,0,5700,2850
1256,keven,hossley,f,401,992-8960,rockville,ri,2873,s,n,100000,0.0,0,0,0
1259,xipeng,lieberherr,m,315,469-1191,porter corners,ny,12859,s,n,95000,4.5039635,0,0,0
1264,lise,gurov,m,207,150-5185,wells,me,4090,m,n,10000,4.5857663,0,5700,0
1267,chengdian,schulman,f,401,302-7791,glendale,ri,2826,s,y,100000,0.0,0,0,0
1271,arnould,siemens,f,603,596-6467,concord,nh,3305,s,y,80000,0.0,0,0,0
1282,phenil,saward,f,207,704-1154,acton,me,4001,m,y,95000,8.5,0,5700,2850
1284,xinan,ebrahimi,m,267,198-7964,seven valleys,pa,17360,s,y,25000,3.07,0,0,0
1288,nagabhushana,tepfenhart,m,401,962-7041,portsmouth,ri,2871,m,n,90000,0.0,0,0,0
1295,ishwar,brahme,m,860,697-2483,bethel,ct,6801,m,y,40000,5.0,0,24500,0
1304,kazutoshi,madeira,m,787,975-9903,rincon,pr,677,s,n,60000,0.0,0,0,0
1306,shigeharu,gaitonde,f,207,535-2601,milford,me,4461,m,y,30000,8.5,0,5700,2850
1307,sterling,soinard,f,814,452-6954,portage,pa,15946,m,n,50000,3.07,0,0,0
1308,jerald,worona,m,787,260-4365,cayey,pr,737,m,y,95000,0.0,0,0,0
1309,wolfgang,steckler,m,401,535-5922,block island,ri,2807,s,n,15000,0.0,0,0,0
1313,birte,gruenberg,m,207,424-8046,buxton,me,4093,s,n,5000,2.2135036,2850,0,0
1320,samira,ouchi,m,631,243-3265,sanborn,ny,14132,m,n,90000,4.475,0,0,0
1321,riqiang,schaul,m,856,543-5488,vineland,nj,8361,s,y,55000,1.9519792,1000,0,1500
1322,hrishikesh,kerr,f,802,851-6021,gaysville,vt,5746,s,n,55000,4.099376,3300,0,0
1330,kensaku,guth,m,787,936-8782,san juan,pr,906,m,n,30000,0.0,0,0,0
1334,soon,leask,m,603,170-6125,charlestown,nh,3603,m,y,80000,0.0,0,0,0
1336,seyed,jamali,m,860,416-1280,new haven,ct,6508,m,n,25000,5.0,0,24500,0
1337,lilly,kameny,m,802,865-7269,north hartland,vt,5052,m,y,40000,3.800944,0,6600,3300
1343,yoichiro,lubonski,m,207,137-5945,bowdoin,me,4287,m,n,95000,8.5,0,5700,0
1344,kimming,nota,f,203,643-5841,west simsbury,ct,6092,m,n,75000,5.0,0,24500,0
