tid,attribute,correct_val
8,author_list,"{""L. J. Rapport""""J. A. Griffen""""L. A. Bieliauskas""""C. Burt""""R. C. Bryer""}"
9,id,340222
9,article_title,A comparative evaluation of two head and neck immobilization devices using electronic portal imaging
9,article_language,empty
9,journal_title,The British journal of radiology
9,jounral_abbreviation,empty
9,journal_issn,empty
9,article_jvolumn,79
9,article_jissue,938
9,article_jcreated_at,1/6/01
9,article_pagination,158-61
9,author_list,"{""K. Fleming""""K. Donato""""K. Leszczynski""}"
10,id,184417
10,article_title,Disparities in childhood asthma hospitalizations: A spatial analysis of contextual effects
10,article_language,empty
10,journal_title,Transportation Research Part D-Transport and Environment
10,jounral_abbreviation,empty
10,journal_issn,1361-9209
10,article_jvolumn,14
10,article_jissue,5
10,article_jcreated_at,1/9/01
10,article_pagination,317-325
10,author_list,"{""J. L. Li""""P. Newcomb""}"
11,id,729686
11,article_title,Local anaesthetic wound infiltration used for caesarean section pain relief: a     meta-analysis
11,article_language,English
11,journal_title,International journal of clinical and experimental medicine
11,jounral_abbreviation,Int J Clin Exp Med
11,journal_issn,1940-5901
11,article_jvolumn,8
11,article_jissue,6
11,article_jcreated_at,1/15/01
11,article_pagination,10213-10224
11,author_list,"{""Yang M""""Li J""""Li Y""""Zhou M""""Yang H""""Shi X""""Li X""""Yuan H""}"
12,id,278396
12,article_title,Smoking is accompanied by a suppressed cervical nitric oxide release in women with high-risk human papillomavirus infection
12,article_language,eng
12,journal_title,Acta Obstet Gynecol Scand
12,jounral_abbreviation,Acta obstetricia et gynecologica Scandinavica
12,journal_issn,0001-6349 (Print) 0001-6349
12,article_jvolumn,92
12,article_jissue,6
12,article_jcreated_at,1/13/01
12,article_pagination,711-5
12,author_list,"{""T. S. Mikkola""""S. Vuorento""""O. Ylikorkala""""M. Vaisanen-Tommiska""""P. Rahkola-Soisalo""}"
13,id,965082
13,article_title,Imaging of scar in patients with ventricular arrhythmias of right ventricular origin: Cardiac magnetic resonance versus electroanatomic mapping
13,article_language,empty
13,journal_title,Heart Rhythm
13,jounral_abbreviation,empty
13,journal_issn,1547-5271
13,article_jvolumn,8
13,article_jissue,5
13,article_jcreated_at,1/11/01
13,article_pagination,S40
13,author_list,"{""C. Hamilton-Craig""""S. Bartoletti""""M. Casella""""F. Perna""""M. L. Narducci""""P. Santangeli""""F. Pintus""""A. Natale""""A. Dello Russo""""G. Pelargonio""""G. Bencardino""""J. D. Burkhardt""""F. Bellocci""""L. Di Biase""}"
14,id,53321
14,article_title,Monoaxial versus polyaxial locking systems: a biomechanical analysis of different locking systems for the fixation of proximal humeral fractures
14,article_language,eng
14,journal_title,empty
14,jounral_abbreviation,empty
14,journal_issn,empty
14,article_jvolumn,35
14,article_jissue,8
14,article_jcreated_at,1/11/01
14,article_pagination,1245-50
14,author_list,"{""T. Topp""""C. Kuhne""""S. Ruchholtz""""U. Lewan""""A. Kruger""""T. Muller""""R. Zettl""}"
15,id,13601
15,article_title,Latex allergy in atopic children.
15,article_language,eng
15,journal_title,British Journal of Dermatology. 
15,jounral_abbreviation,empty
15,journal_issn,0007-0963
15,article_jvolumn,140
15,article_jissue,5
15,article_jcreated_at,5/1/99
15,article_pagination,919-21
15,author_list,"{""R S Lever""""S A Holme""}"
16,id,668310
16,article_title,A randomized controlled trial of Tai chi for balance sleep quality and cognitive performance in elderly Vietnamese.
16,article_language,eng
16,journal_title,Clinical Interventions In Aging
16,jounral_abbreviation,Clin Interv Aging
16,journal_issn,1178-1998
16,article_jvolumn,7
16,article_jissue,-1
16,article_jcreated_at,1/12/01
16,article_pagination,185-90
16,author_list,"{""Andreas Kruse""""Manh Hung Nguyen""}"
17,id,282987
17,article_title,Multisystemic Therapy for social emotional and behavioral problems in youth aged 10-17
17,article_language,eng
17,journal_title,Cochrane Database Syst Rev
17,jounral_abbreviation,empty
17,journal_issn,1469-493X
17,article_jvolumn,0
17,article_jissue,4
17,article_jcreated_at,1/5/01
17,article_pagination,Cd004797
17,author_list,"{""J. H. Littell""""M. Popa""""B. Forsythe""}"
18,id,478292
18,article_title,Haemodynamic ischaemia in paediatric moyamoya disease associated with renovascular hypertension.
18,article_language,eng
18,journal_title,Acta Neurochirurgica
18,jounral_abbreviation,empty
18,journal_issn,Jan-68
18,article_jvolumn,139
18,article_jissue,3
18,article_jcreated_at,1/1/97
18,article_pagination,257-8
18,author_list,"{""Y Takagi""""N Hashimoto""""Y Goto""}"
19,id,43736
19,article_title,Effect of pedaling technique on mechanical effectiveness and efficiency in cyclists.
19,article_language,eng
19,journal_title,Medicine and science in sports and exercise
19,jounral_abbreviation,Med Sci Sports Exerc
19,journal_issn,0195-9131
19,article_jvolumn,39
19,article_jissue,6
19,article_jcreated_at,1/7/06
19,article_pagination,991-5
19,author_list,"{""James C Martin""""Ian Mayhew""""Lee M Romer""""Thomas Korff""}"
20,id,82614
20,article_title,Lycopene metabolite apo-10'-lycopenoic acid inhibits diethylnitrosamine-initiated high fat diet-promoted hepatic inflammation and tumorigenesis in mice.
20,article_language,eng
20,journal_title,Cancer prevention research (Philadelphia Pa.)
20,jounral_abbreviation,Cancer Prev Res (Phila)
20,journal_issn,1940-6215
20,article_jvolumn,6
20,article_jissue,12
20,article_jcreated_at,1/13/12
20,article_pagination,1304-16
20,author_list,"{""Lynne M Ausman""""Martin S Obin""""Xiang-Dong Wang""""Chun Liu""""Blanche C Ip""""Donald E Smith""""Kang-Quan Hu""}"
21,id,163526
21,article_title,A performance improvement process to tackle tachysystole
21,article_language,English
21,journal_title,empty
21,jounral_abbreviation,empty
21,journal_issn,empty
21,article_jvolumn,40
21,article_jissue,0
21,article_jcreated_at,1/11/01
21,article_pagination,512-9 ST  - A performance improvement process to tackle tachysystole-
21,author_list,"{""V. E. CN  - medline DA  - Sep-Oct DB  - MEDLINE DO  - http://dx.doi.org/10.1111/j.1552-6909.2011.01275.x DP  - Ovid Technologies von Gruenigen""""A. M. Burkett""""J. Doyle""""T. H. Kenny""}"
22,id,514411
22,article_title,Osteoid osteoma treated by percutaneous thermal ablation: when do we fail? A systematic review and guidelines for future reporting.
22,article_language,eng
22,journal_title,Cardiovascular and interventional radiology
22,jounral_abbreviation,Cardiovasc Intervent Radiol
22,journal_issn,1432-086X
22,article_jvolumn,37
22,article_jissue,6
22,article_jcreated_at,1/14/12
22,article_pagination,1530-9
22,author_list,"{""Luca Maria Sconfienza""""Ezio Lanza""""Gianpaolo Cornalba""""Dario Poretti""""Catherine Cyteval""""Pierre Viala""""Francesco Sardanelli""""Yann Thouvenin""}"
23,id,569841
23,article_title,Effects of chemotherapy in AIDS-associated non-Hodgkin's lymphoma on Kaposi's sarcoma herpesvirus DNA in blood.
23,article_language,eng
23,journal_title,Journal of clinical oncology : official journal of the American Society of Clinical Oncology
23,jounral_abbreviation,J. Clin. Oncol.
23,journal_issn,1527-7755
23,article_jvolumn,27
23,article_jissue,15
23,article_jcreated_at,5/20/09
23,article_pagination,2496-502
23,author_list,"{""Ariela Noy""""Lawrence D Kaplan""""Yanxing Yu""""Alexandra M Levine""""Richard F Ambinder""""Susan E Krown""""Bruce J Dezube""""Lan Lin""""Jeannette Y Lee""""Gary S Hayward""}"
24,id,6207
24,article_title,Serum MMPs 7-9 and their inhibitors during glucocorticoid and anti-TNF-alpha therapy in pediatric inflammatory bowel disease
24,article_language,empty
24,journal_title,Scandinavian Journal of Gastroenterology
24,jounral_abbreviation,empty
24,journal_issn,empty
24,article_jvolumn,47
24,article_jissue,7
24,article_jcreated_at,1/12/01
24,article_pagination,785-794
24,author_list,"{""Kaija Leena Kolho""""Hanne Rintamaki""""Taina Tervahartiala""""Timo Sorsa""""Laura Makitalo""}"
25,id,21910
25,article_title,Examining waiting placement in hospital: utilization and the lived experience.
25,article_language,eng
25,journal_title,Global journal of health science
25,jounral_abbreviation,Glob J Health Sci
25,journal_issn,1916-9736
25,article_jvolumn,6
25,article_jissue,2
25,article_jcreated_at,1/14/03
25,article_pagination,22-Dec
25,author_list,"{""Donna M Wilson""""Jessica A Hewitt""""Ralph Magnus""""Jill Vihos""""Karen Peterson""""Nancy Barnes""}"
26,id,378490
26,article_title,A prospective observational study of obesity body composition and insulin resistance in 18 women with bipolar disorder and 17 matched control subjects.
26,article_language,eng
26,journal_title,The Journal of clinical psychiatry
26,jounral_abbreviation,J Clin Psychiatry
26,journal_issn,1555-2101
26,article_jvolumn,69
26,article_jissue,12
26,article_jcreated_at,1/8/12
26,article_pagination,1892-900
26,author_list,"{""Isabella Soreca""""Andrea Fagiolini""""David J Kupfer""""Bret H Goodpaster""""Sara B Fleet-Michaliszyn""""Amy D Otto""""John M Jakicic""}"
27,id,971878
27,article_title,Diminished A-cell secretion in the early phase of type I diabetes mellitus
27,article_language,English
27,journal_title,Metabolism: Clinical and Experimental
27,jounral_abbreviation,empty
27,journal_issn,empty
27,article_jvolumn,35
27,article_jissue,11
27,article_jcreated_at,1/1/86
27,article_pagination,1074-1077
27,author_list,"{""S. Srikanta""""O. P. Ganda""""R. E. Gleason""}"
28,id,793918
28,article_title,Strong stability and host specific bacterial community in faeces of ponies.
28,article_language,eng
28,journal_title,PLoS One
28,jounral_abbreviation,PloS one
28,journal_issn,1932-6203
28,article_jvolumn,8
28,article_jissue,9
28,article_jcreated_at,1/13/01
28,article_pagination,e75079
28,author_list,"{""Tina M Blackmore""""Kirsty Dougal""""Hilary J Worgan""""Eric Pinloche""""Gemma Curtis""""C Jamie Newbold""""Neil R McEwan""""Susan E Girdwood""""Pat A Harris""""Caroline McG Argo""""Alex Dugdale""}"
29,id,819166
29,article_title,"Responses to open peer commentaries on ""the subjective brain identity and neuroethics"""
29,article_language,English
29,journal_title,American Journal of Bioethics
29,jounral_abbreviation,empty
29,journal_issn,15265161 (ISSN)
29,article_jvolumn,9
29,article_jissue,9
29,article_jcreated_at,1/9/01
29,article_pagination,W1-W4
29,author_list,"{""G.R. Gillett""}"
30,id,880881
30,article_title,[A case of giant Brunner's gland hyperplasia combined with adenomyomatous hyperplasia].
30,article_language,kor
30,journal_title,The Korean journal of gastroenterology = Taehan Sohwagi Hakhoe chi
30,jounral_abbreviation,Korean J Gastroenterol
30,journal_issn,1598-9992
30,article_jvolumn,52
30,article_jissue,6
30,article_jcreated_at,1/8/12
30,article_pagination,384-8
30,author_list,"{""Seung Woo Park""""Jae Bock Chung""""Sang Kyum Kim""""Si Young Song""""Joo Won Chung""""Ho Keun Kim""""Joo Hee Seo""""Seungmin Bang""}"
31,id,629530
31,article_title,Efficacy and safety of the low-molecular weight heparin enoxaparin compared with unfractionated heparin across the acute coronary syndrome spectrum: a meta-analysis.
31,article_language,eng
31,journal_title,Eur. Heart J.
31,jounral_abbreviation,empty
31,journal_issn,0195-668X
31,article_jvolumn,28
31,article_jissue,17
31,article_jcreated_at,1/7/09
31,article_pagination,2077-86
31,author_list,"{""Carolyn H McCabe""""Shaun G Goodman""""Frans Van de Werf""""David A Morrow""""Elliott M Antman""""Eugene Braunwald""""Kenneth W Mahaffey""""Marc Cohen""""Ian B Menown""""Sabina A Murphy""""Charles Michael Gibson""}"
32,id,954388
32,article_title,Optimal Starting Age for School Attendance: FY76 Issue Analysis
32,article_language,English
32,journal_title,empty
32,jounral_abbreviation,empty
32,journal_issn,empty
32,article_jvolumn,0
32,article_jissue,0
32,article_jcreated_at,1/1/74
32,article_pagination,46
32,author_list,"{""Marilou Madden""}"
33,id,379737
33,article_title,Bone density and body composition in young women with chronic fatigue syndrome.
33,article_language,eng
33,journal_title,Neuroprotective Agents
33,jounral_abbreviation,empty
33,journal_issn,0077-8923
33,article_jvolumn,904
33,article_jissue,-1
33,article_jcreated_at,5/1/00
33,article_pagination,625-7
33,author_list,"{""F Gates""""P Clifton-Bligh""""G Fulcher""""L Hoskin""""R Hansen""}"
34,id,676042
34,article_title,Prognostic value of morning blood pressure surge in clinical events: a meta-analysis of longitudinal studies.
34,article_language,eng
34,journal_title,Journal of stroke and cerebrovascular diseases : the official journal of National Stroke Association
34,jounral_abbreviation,J Stroke Cerebrovasc Dis
34,journal_issn,1532-8511
34,article_jvolumn,24
34,article_jissue,2
34,article_jcreated_at,1/15/02
34,article_pagination,362-9
34,author_list,"{""Yan-Xin Zhao""""Jun-Chao Xie""""Xue-Yuan Liu""""Han Yan""}"
35,id,353972
35,article_title,Child sexual abuse as a risk factor for sexual risk behaviours among socially disadvantaged adolescents in Ibadan Nigeria.
35,article_language,empty
35,journal_title,Vulnerable Children and Youth Studies
35,jounral_abbreviation,empty
35,journal_issn,1745-0128 1745-0136
35,article_jvolumn,3
35,article_jissue,3
35,article_jcreated_at,1/8/01
35,article_pagination,243-248
35,author_list,"{""B O Olley""}"
36,id,968125
36,article_title,Successful treatment of lung cancer by multimodal endobronchial interventions
36,article_language,English
36,journal_title,Respiration; international review of thoracic diseases
36,jounral_abbreviation,Respiration
36,journal_issn,0025-7931
36,article_jvolumn,88
36,article_jissue,2
36,article_jcreated_at,1/14/01
36,article_pagination,144-147
36,author_list,"{""T. Nakajima""""I. Yoshino""""K. Yasufuku""""S. Yoshida""""Y. Sakairi""""K. Shibuya""}"
37,id,660168
37,article_title,Fat and neurosurgery: does obesity affect outcome after intracranial surgery?
37,article_language,eng
37,journal_title,Neurosurgery
37,jounral_abbreviation,Neurosurgery
37,journal_issn,1524-4040
37,article_jvolumn,64
37,article_jissue,2
37,article_jcreated_at,1/9/02
37,article_pagination,316-26; discussion 326-7
37,author_list,"{""R Loch Macdonald""""Farbod Asgarzadie-Gadim""""Yeon Gyoe Jang""""Daniel J Curry""""Rachel N Yanowitch""""Kim E Schultheiss""""Jocelyn Tolentino""""J_rgen L_ders""}"
38,id,732534
38,article_title,Out of harm's way: curbing violence in the ED
38,article_language,English
38,journal_title,Health Facilities Management
38,jounral_abbreviation,Health Facil Manage
38,journal_issn,0899-6210
38,article_jvolumn,8
38,article_jissue,10
38,article_jcreated_at,1/1/95
38,article_pagination,20-6 28
38,author_list,"{""K. Sandrick""}"
39,id,473026
39,article_title,The incidence of contrast-induced nephropathy in trauma patients.
39,article_language,eng
39,journal_title,European journal of emergency medicine : official journal of the European Society for Emergency Medicine
39,jounral_abbreviation,Eur J Emerg Med
39,journal_issn,1473-5695
39,article_jvolumn,15
39,article_jissue,3
39,article_jcreated_at,1/8/06
39,article_pagination,134-9
39,author_list,"{""Rich Sinert""""Shoma Desai""""Antonia Hipp""""Carmen Lopez""}"
40,id,372175
40,article_title,Dosimetric analysis of proton pencil beam scanning radiation therapy versus dose painted intensity modulated radiation therapy for squamous cell carcinoma of the anal canal
40,article_language,empty
40,journal_title,Int. J. Radiat. Oncol. Biol. Phys.
40,jounral_abbreviation,empty
40,journal_issn,0360-3016
40,article_jvolumn,90
40,article_jissue,1
40,article_jcreated_at,empty
40,article_pagination,S398
40,author_list,"{""Kooy H.""""Hong T.S.""""Symonifka J.""""Depauw N.""""Wo J.Y.""}"
41,id,110072
41,article_title,Brain BDNF levels elevation induced by physical training is reduced after unilateral common carotid artery occlusion in rats.
41,article_language,eng
41,journal_title,Journal of cerebral blood flow and metabolism : official journal of the International Society of Cerebral Blood Flow and Metabolism
41,jounral_abbreviation,J. Cereb. Blood Flow Metab.
41,journal_issn,1559-7016
41,article_jvolumn,34
41,article_jissue,10
41,article_jcreated_at,1/14/10
41,article_pagination,1681-7
41,author_list,"{""Jacques Van Hoecke""""Hayat Banoujaafar""""Christine Marie""""Claude M Mossiat""}"
42,id,330553
42,article_title,Multiresistance of clinically relevant gram-positive cocci
42,article_language,empty
42,journal_title,Intensivmedizin und Notfallmedizin
42,jounral_abbreviation,empty
42,journal_issn,0175-3851
42,article_jvolumn,34
42,article_jissue,7
42,article_jcreated_at,1/1/97
42,article_pagination,655-663
42,author_list,"{""G. Peters""""K. Becker""""C. Von Eiff""}"
43,id,23215
43,article_title,ColoRectal Cancer Predicted Risk Online (CRC-PRO) calculator using data from the Multi-Ethnic Cohort Study.
43,article_language,eng
43,journal_title,Journal of the American Board of Family Medicine : JABFM
43,jounral_abbreviation,J Am Board Fam Med
43,journal_issn,1557-2625
43,article_jvolumn,27
43,article_jissue,1
43,article_jcreated_at,1/14/01
43,article_pagination,42-55
43,author_list,"{""Leila Jackson""""Brian J Wells""""Gregory S Cooper""""Siran Koroukian""""Michael W Kattan""}"
44,id,719532
44,article_title,Methodology to estimate building energy consumption using EnergyPlus Benchmark Models
44,article_language,empty
44,journal_title,Energy and Buildings
44,jounral_abbreviation,empty
44,journal_issn,0378-7788
44,article_jvolumn,42
44,article_jissue,12
44,article_jcreated_at,1/10/01
44,article_pagination,2331-2337
44,author_list,"{""R. Luck""""P. Mago""""N. Fumo""}"
45,id,86421
45,article_title,Evidence that serum levels of the soluble receptor for advanced glycation end products are inversely associated with pancreatic cancer risk: a prospective study.
45,article_language,eng
45,journal_title,Cancer research
45,jounral_abbreviation,Cancer Res.
45,journal_issn,1538-7445
45,article_jvolumn,71
45,article_jissue,10
45,article_jcreated_at,5/15/11
45,article_pagination,Sep-82
45,author_list,"{""Stephanie J Weinstein""""Rachael Z Stolzenberg-Solomon""""Philip R Taylor""""Barry I Graubard""""Jarmo Virtamo""""Demetrius Albanes""""Li Jiao""}"
46,id,433667
46,article_title,Norton Waterlow and Braden scores: a review of the literature and a comparison between the scores and clinical judgement
46,article_language,empty
46,journal_title,empty
46,jounral_abbreviation,empty
46,journal_issn,empty
46,article_jvolumn,0
46,article_jissue,0
46,article_jcreated_at,empty
46,article_pagination,empty
46,author_list,{NULL}
47,id,530323
47,article_title,Strategies for partner notification for sexually transmitted infections including HIV.
47,article_language,eng
47,journal_title,Cochrane Database Syst. Rev.
47,jounral_abbreviation,empty
47,journal_issn,1469-493X
47,article_jvolumn,10
47,article_jissue,-1
47,article_jcreated_at,1/13/01
47,article_pagination,CD002843
47,author_list,"{""Catherine Mathews""""Moleen Zunza""""Adel Ferreira""""Nicola Low""""Taryn Young""}"
48,id,102893
48,article_title,A cohort study of the prevalence and impact of comorbid medical conditions in pediatric bipolar disorder.
48,article_language,eng
48,journal_title,The Journal of clinical psychiatry
48,jounral_abbreviation,J Clin Psychiatry
48,journal_issn,1555-2101
48,article_jvolumn,71
48,article_jissue,11
48,article_jcreated_at,1/10/11
48,article_pagination,1518-25
48,author_list,"{""Roger S McIntyre""""Avnish Tripathi""""Jeanette M Jerrell""}"
49,id,864817
49,article_title,Are tkis still active in patients treated with tki and everolimus? Experience from 36 patients treated in france in the record 1 trial
49,article_language,empty
49,journal_title,Annals of Oncology
49,jounral_abbreviation,empty
49,journal_issn,empty
49,article_jvolumn,21
49,article_jissue,0
49,article_jcreated_at,1/10/01
49,article_pagination,viii284
49,author_list,"{""B. Escudier""""A. Ravaud""""F. Rolland""""A. Blesius""""B. Beuzelink""""S. Oudard""""C. Chevreau""}"
50,id,217725
50,article_title,Use of alendronate in peri-implant defect regeneration
50,article_language,English
50,journal_title,empty
50,jounral_abbreviation,empty
50,journal_issn,empty
50,article_jvolumn,70
50,article_jissue,2
50,article_jcreated_at,1/1/99
50,article_pagination,151-158
50,author_list,"{""P. C. Wollan""""S. J. Meraw""""C. M. Reeve""}"
51,id,730822
51,article_title,Prevention of phantom pain after major lower limb amputation by epidural infusion of diamorphine clonidine and bupivacaine
51,article_language,English; ABSTRACT LANGUAGE:English
51,journal_title,Annals of the Royal College of Surgeons of England
51,jounral_abbreviation,Ann R Coll Surg Engl
51,journal_issn,0035-8843
51,article_jvolumn,76
51,article_jissue,5
51,article_jcreated_at,1/1/94
51,article_pagination,324-326
51,author_list,"{""Jayatunga AP""""Dark CH""""Jahangiri M""""Bradley JWP""}"
52,id,659297
52,article_title,How assistive technology use by individuals with disabilities impacts their caregivers: a systematic review of the research evidence.
52,article_language,eng
52,journal_title,American Journal Of Physical Medicine & Rehabilitation / Association Of Academic Physiatrists
52,jounral_abbreviation,Am J Phys Med Rehabil
52,journal_issn,1537-7385
52,article_jvolumn,91
52,article_jissue,11
52,article_jcreated_at,1/12/11
52,article_pagination,984-98
52,author_list,"{""James Lenker""""W Ben Mortenson""""Frank DeRuyter""""Louise Demers""""Jeffrey W Jutai""""Marcus J Fuhrer""}"
53,id,42247
53,article_title,Gender differences in personal social and environmental influences on active travel to and from school for Australian adolescents.
53,article_language,eng
53,journal_title,Journal of science and medicine in sport / Sports Medicine Australia
53,jounral_abbreviation,J Sci Med Sport
53,journal_issn,1878-1861
53,article_jvolumn,13
53,article_jissue,6
53,article_jcreated_at,1/10/11
53,article_pagination,597-601
53,author_list,"{""John W Toumbourou""""Eva Leslie""""Peter Kremer""""Joanne W Williams""}"
54,id,302969
54,article_title,Adolescent overscheduling: The relationship between levels of participation in scheduled activities and self-reported clinical symptomology
54,article_language,empty
54,journal_title,empty
54,jounral_abbreviation,empty
54,journal_issn,empty
54,article_jvolumn,90
54,article_jissue,3
54,article_jcreated_at,1/7/01
54,article_pagination,18-30
54,author_list,"{""Steven G Little""""K Angeleque Akin-Little""""Shari Melman""}"
55,id,158672
55,article_title,Quantitative Analysis of Robustness of Dynamic Response and Signal Transfer in Insulin mediated PI3K/AKT Pathway.
55,article_language,ENG
55,journal_title,Computers & chemical engineering
55,jounral_abbreviation,Comput Chem Eng
55,journal_issn,0098-1354
55,article_jvolumn,71
55,article_jissue,-1
55,article_jcreated_at,4/14/12
55,article_pagination,715-727
55,author_list,"{""Shibin Mathew""""Ipsita Banerjee""}"
56,id,616298
56,article_title,Does neuraxial anesthesia reduce intraoperative blood loss? A meta-analysis.
56,article_language,eng
56,journal_title,Journal of clinical anesthesia
56,jounral_abbreviation,J Clin Anesth
56,journal_issn,0952-8180
56,article_jvolumn,18
56,article_jissue,6
56,article_jcreated_at,1/6/09
56,article_pagination,427-35
56,author_list,"{""David N Maine""""Genevieve E Courpas""""James F Weller""""Jeffrey M Richman""""Andrew J Rowlingson""""Christopher L Wu""}"
57,id,221086
57,article_title,Novel genetic linkage of rat Sp6 mutation to Amelogenesis imperfecta
57,article_language,eng
57,journal_title,empty
57,jounral_abbreviation,empty
57,journal_issn,empty
57,article_jvolumn,7
57,article_jissue,0
57,article_jcreated_at,1/12/01
57,article_pagination,34
57,author_list,"{""K. Miyoshi""""T. Noma""""T. Muto""""H. Hagita""""T. Horiguchi""}"
58,id,548616
58,article_title,Educating Emergent Bilinguals: Policies Programs and Practices for English Language Learners. Language & Literacy Series
58,article_language,empty
58,journal_title,Teachers College Press
58,jounral_abbreviation,empty
58,journal_issn,0-8077-4913-3
58,article_jvolumn,0
58,article_jissue,0
58,article_jcreated_at,1/10/10
58,article_pagination,empty
58,author_list,"{""Ofelia Garcia""""Jo Anne Kleifgen""}"
59,id,669596
59,article_title,Similar survival between uncemented and cemented fixation prostheses in total knee arthroplasty: a meta-analysis and systematic comparative analysis using registers.
59,article_language,eng
59,journal_title,Knee surgery sports traumatology arthroscopy : official journal of the ESSKA
59,jounral_abbreviation,Knee Surg Sports Traumatol Arthrosc
59,journal_issn,1433-7347
59,article_jvolumn,22
59,article_jissue,12
59,article_jcreated_at,1/14/12
59,article_pagination,Jul-91
59,author_list,"{""Junwei Jiang""""Hongchuan Wang""""Hua Lou""""Kai Liu""""Huiwei Zhang""}"
60,id,474288
60,article_title,Current palliative chemotherapy trials in the elderly neglect patient-centred outcome measures.
60,article_language,eng
60,journal_title,Journal of geriatric oncology
60,jounral_abbreviation,J Geriatr Oncol
60,journal_issn,1879-4076
60,article_jvolumn,6
60,article_jissue,1
60,article_jcreated_at,1/15/01
60,article_pagination,15-22
60,author_list,"{""Marlies L van Bekkum""""Barbara C van Munster""""Marije E Hamaker""""Carolien H Smorenburg""""Peter L M Thunnissen""}"
61,id,108424
61,article_title,Outcome of gastric bypass patients.
61,article_language,eng
61,journal_title,Obesity surgery
61,jounral_abbreviation,Obes Surg
61,journal_issn,0960-8923
61,article_jvolumn,12
61,article_jissue,2
61,article_jcreated_at,1/2/04
61,article_pagination,261-4
61,author_list,"{""Ryan Holzwarth""""Basir Tareen""""Alicia Majkrzak""""Darren Huber""}"
62,id,841679
62,article_title,A Modified Technique for Pulmonary Valve Replacement with a Homograft
